dataset,model,strategy,sample_id,target_evidence_id,rank,n_negatives,target_score,best_negative_score,positive_margin,top_evidence_id,top_is_negative,candidate_evidence_ids
scienceqa,tfidf,random,r020105,505bc233ce52b12f,1,20,0.6571106824641321,0.0503376250244748,0.6067730574396573,505bc233ce52b12f,False,"[""505bc233ce52b12f"", ""6d3e9c5899d053b2"", ""8653cf633d765be5"", ""70a3a210ac40f255"", ""7282ef67a5c62cea"", ""9701e9fd093d60c7"", ""929e5feb0a89f2af"", ""d40bddaf8e2e6338"", ""fe6aa8530f2389e8"", ""e02912673ef71f1f"", ""b9d0dfd274661f29"", ""2795e5ae90b96972"", ""9bd2a8e747d8a2f9"", ""bba21ddaa2e3e178"", ""1c978026e6bc8534"", ""cd9a9d878bfa47ae"", ""fe9e4361f972bfcf"", ""49c7b329b3f98125"", ""ad9d96a9b6199667"", ""919511751f3b04e7"", ""f1f411c1a614511f""]"
scienceqa,tfidf,random,r014347,700bb3694cce104a,1,20,0.6462474514950988,0.18761191785807063,0.45863553363702814,700bb3694cce104a,False,"[""700bb3694cce104a"", ""0ec77e382b13d2a9"", ""cb935720810e7a32"", ""5bccdf72a7eed5e0"", ""2a4221c3d2d7aa1b"", ""6d3e9c5899d053b2"", ""fbca2fa6a80f8720"", ""cd9a9d878bfa47ae"", ""0bedd3b805a96f7f"", ""f97d24ba9ff825dd"", ""ef8bd96cd1e57e9d"", ""00c5f084f766d05e"", ""56946a4e93770d5d"", ""46a02a17c9c9fcaf"", ""c6ee67f950ca098c"", ""c24acc262a94456b"", ""39d7528868849292"", ""c11e719b75620351"", ""41fbf731a88d58b1"", ""7f71141a90d0cf69"", ""d670903130336e9b""]"
scienceqa,tfidf,random,r019118,b9d0dfd274661f29,1,20,0.5491281171183985,0.07593850343761681,0.47318961368078166,b9d0dfd274661f29,False,"[""b9d0dfd274661f29"", ""39475f68197a193c"", ""1faaa3cf0fa06278"", ""87a14cd1ae910fa7"", ""8332505ed3fb9819"", ""3751cd01e0da011c"", ""dc5a235c6023dfaf"", ""1656c00ccb3216e4"", ""c131dfedc53df915"", ""04688630018210f9"", ""50f87e05640ce35e"", ""162c11a56856ddef"", ""39d7528868849292"", ""a50847323aad8f02"", ""8653cf633d765be5"", ""b9621daa8926e473"", ""514831104bf0b390"", ""49a23a8be75b026f"", ""c940373cfac0bfc5"", ""1c978026e6bc8534"", ""919511751f3b04e7""]"
scienceqa,tfidf,random,r007672,f04b15120e97198d,1,20,0.3339784333303183,0.02770227404437215,0.30627615928594615,f04b15120e97198d,False,"[""f04b15120e97198d"", ""4798d36539bfcac3"", ""fed4ef36fa0084de"", ""a324000a75e465a8"", ""0f0c8a62fec16479"", ""f93ff296980b5f57"", ""793d00032fd7e478"", ""8823eac00bda7913"", ""51f77d9f05fb616e"", ""e02912673ef71f1f"", ""75e0bdec7abce862"", ""ef8bd96cd1e57e9d"", ""6f0ca7e43dc97088"", ""89ef4c6e6c4a0703"", ""005e6cd45adce39b"", ""5bccdf72a7eed5e0"", ""649d8bc6f50d2c8d"", ""e136dfd756b382bd"", ""b7d1455efa62a9a1"", ""36ef0dc696a65227"", ""929e5feb0a89f2af""]"
scienceqa,tfidf,random,r016882,fbca2fa6a80f8720,1,20,0.21711970039828202,0.05268964094272257,0.16443005945555944,fbca2fa6a80f8720,False,"[""fbca2fa6a80f8720"", ""06da021a02d72bfb"", ""f4dbf115afd9259a"", ""1ceaba7bff1870dd"", ""4c7f0d384fb4308c"", ""73106b12c994caaf"", ""d973b2ab74a8f63f"", ""8332505ed3fb9819"", ""04688630018210f9"", ""647eb0b3138c9399"", ""514831104bf0b390"", ""ddd33819fa67a878"", ""4c6745e0b38ddbfa"", ""6d65b93a58c95ffe"", ""e638fe53d130b727"", ""f04b15120e97198d"", ""9b83dc5d0ef7c3fe"", ""99d31dbdd2b160fb"", ""a20e3924802a511e"", ""cf3189fb7b944799"", ""ad9d96a9b6199667""]"
scienceqa,tfidf,random,r005771,49a23a8be75b026f,1,20,0.4022245566489042,0.10111005770462977,0.30111449894427444,49a23a8be75b026f,False,"[""49a23a8be75b026f"", ""41fbf731a88d58b1"", ""8823eac00bda7913"", ""cd9a9d878bfa47ae"", ""1ba57f81a803b66c"", ""dc5a235c6023dfaf"", ""4ad49ed1e9aa29a5"", ""87a14cd1ae910fa7"", ""514831104bf0b390"", ""6d3e9c5899d053b2"", ""89ef4c6e6c4a0703"", ""052f03b16dd4a022"", ""1dc472771e481e34"", ""36ef0dc696a65227"", ""8653cf633d765be5"", ""ade72b4e1e5c0eb3"", ""a43666657963b02a"", ""041caa939306e924"", ""f91f0888ee7ee0a3"", ""3265e255a54b7e74"", ""cb935720810e7a32""]"
scienceqa,tfidf,random,r004378,73106b12c994caaf,1,20,0.4577560671398019,0.0656820491989672,0.3920740179408347,73106b12c994caaf,False,"[""73106b12c994caaf"", ""c940373cfac0bfc5"", ""25e83bf61adcdbc9"", ""8332505ed3fb9819"", ""cf3189fb7b944799"", ""4162fa8708bdc033"", ""f1f411c1a614511f"", ""ef8bd96cd1e57e9d"", ""c47287dce57cb8e1"", ""87a14cd1ae910fa7"", ""e136dfd756b382bd"", ""162c11a56856ddef"", ""49a23a8be75b026f"", ""36ef0dc696a65227"", ""513406850e3cb9f6"", ""7c318ed7d3f37bfc"", ""71304536c227c09b"", ""139ff0583f457b0b"", ""bda709441943fc36"", ""a29c2d51eef36dcc"", ""d5dc61ca3520dca3""]"
scienceqa,tfidf,random,r002380,2930696d1bd7ba57,1,20,0.5697520216708236,0.07466223175952356,0.49508978991130004,2930696d1bd7ba57,False,"[""2930696d1bd7ba57"", ""a3869db8848e98db"", ""6f0ca7e43dc97088"", ""4b148110fefa0d41"", ""33a9b11410077645"", ""ed8e118249d5b90e"", ""0f0c8a62fec16479"", ""b9621daa8926e473"", ""04688630018210f9"", ""fbca2fa6a80f8720"", ""0d3ed71a06640dff"", ""b7d1455efa62a9a1"", ""649d8bc6f50d2c8d"", ""8653cf633d765be5"", ""7c318ed7d3f37bfc"", ""85d1969154b956e9"", ""71304536c227c09b"", ""d5dc61ca3520dca3"", ""ff4ed16548800b04"", ""919511751f3b04e7"", ""31c60745df3c09b7""]"
scienceqa,tfidf,random,r005099,04688630018210f9,1,20,0.4291909655717226,0.06490259517565235,0.36428837039607026,04688630018210f9,False,"[""04688630018210f9"", ""25e83bf61adcdbc9"", ""f45081f076302dab"", ""464008c8c3c7e967"", ""66f839aaad7d5b87"", ""0226eb7d6bdeb0b0"", ""041caa939306e924"", ""435152c7f8be7c7b"", ""514831104bf0b390"", ""6b0e07224e747aaf"", ""7f22fc9eed4a9790"", ""ed8e118249d5b90e"", ""c131dfedc53df915"", ""fed4ef36fa0084de"", ""e136dfd756b382bd"", ""158889b1566f00c1"", ""fe6aa8530f2389e8"", ""139ff0583f457b0b"", ""513406850e3cb9f6"", ""b7d1455efa62a9a1"", ""1c978026e6bc8534""]"
scienceqa,tfidf,random,r008910,51f77d9f05fb616e,1,20,0.2027908440567304,0.11459287219529717,0.08819797186143323,51f77d9f05fb616e,False,"[""51f77d9f05fb616e"", ""4c6745e0b38ddbfa"", ""50f87e05640ce35e"", ""76b59884342e0f4d"", ""bba21ddaa2e3e178"", ""7638a5a0316ac331"", ""82bd4001d85c8f2f"", ""ef8bd96cd1e57e9d"", ""052f03b16dd4a022"", ""929e5feb0a89f2af"", ""6f0ca7e43dc97088"", ""bda709441943fc36"", ""4c17fc22f4a5629f"", ""46a02a17c9c9fcaf"", ""39475f68197a193c"", ""71304536c227c09b"", ""b9621daa8926e473"", ""39d7528868849292"", ""cb935720810e7a32"", ""1c978026e6bc8534"", ""d5dc61ca3520dca3""]"
scienceqa,tfidf,random,r010989,1ceaba7bff1870dd,1,20,0.3822918940387398,0.04530548555095863,0.33698640848778116,1ceaba7bff1870dd,False,"[""1ceaba7bff1870dd"", ""2930696d1bd7ba57"", ""e638fe53d130b727"", ""8b9881fd8b927077"", ""1dc472771e481e34"", ""d670903130336e9b"", ""51f77d9f05fb616e"", ""1765f6fd996c06e9"", ""1951dfd63e1726c3"", ""ade72b4e1e5c0eb3"", ""e68ce731f0cae2d6"", ""139ff0583f457b0b"", ""fbca2fa6a80f8720"", ""70a3a210ac40f255"", ""929e5feb0a89f2af"", ""9b6dc57631d1cfc7"", ""06da021a02d72bfb"", ""d5dc61ca3520dca3"", ""7042749b738f0ddd"", ""a50847323aad8f02"", ""f643330b3583b801""]"
scienceqa,tfidf,random,r017718,cd9a9d878bfa47ae,1,20,0.658562702664121,0.08604613332623696,0.572516569337884,cd9a9d878bfa47ae,False,"[""cd9a9d878bfa47ae"", ""2795e5ae90b96972"", ""5bccdf72a7eed5e0"", ""1951dfd63e1726c3"", ""a29c2d51eef36dcc"", ""513406850e3cb9f6"", ""7f22fc9eed4a9790"", ""4329d695aaa4d907"", ""7042749b738f0ddd"", ""e68ce731f0cae2d6"", ""7638a5a0316ac331"", ""ba9d4e92b2071516"", ""8b9881fd8b927077"", ""41fbf731a88d58b1"", ""4798d36539bfcac3"", ""3cf105da7f6de4e2"", ""1fbe6aa3e6836d61"", ""c11e719b75620351"", ""d5dc61ca3520dca3"", ""8b31426ff06dee3c"", ""50f87e05640ce35e""]"
scienceqa,tfidf,random,r007950,b1f7074e14d09bcf,1,20,0.3612052881861879,0.0789013937675051,0.2823038944186828,b1f7074e14d09bcf,False,"[""b1f7074e14d09bcf"", ""1fbe6aa3e6836d61"", ""c96b822d3358bbaa"", ""1faaa3cf0fa06278"", ""685f016bdef72207"", ""49a23a8be75b026f"", ""c47287dce57cb8e1"", ""6b0e07224e747aaf"", ""57d79521a667ad42"", ""7638a5a0316ac331"", ""a29c2d51eef36dcc"", ""04688630018210f9"", ""9bb744f4958c71ab"", ""73db2bb9e0f10942"", ""2795e5ae90b96972"", ""2930696d1bd7ba57"", ""d670903130336e9b"", ""d5dc61ca3520dca3"", ""005e6cd45adce39b"", ""a43666657963b02a"", ""0ec77e382b13d2a9""]"
scienceqa,tfidf,random,r003873,c942fc356e75e6b9,1,20,0.4264804295263743,0.2146858909620599,0.21179453856431443,c942fc356e75e6b9,False,"[""c942fc356e75e6b9"", ""4b148110fefa0d41"", ""514831104bf0b390"", ""464008c8c3c7e967"", ""fe6aa8530f2389e8"", ""355acb17a404f78f"", ""f97d24ba9ff825dd"", ""8bdc50f745edbcb7"", ""1765f6fd996c06e9"", ""70a3a210ac40f255"", ""50f87e05640ce35e"", ""6f0ca7e43dc97088"", ""bda709441943fc36"", ""649d8bc6f50d2c8d"", ""b1f7074e14d09bcf"", ""513406850e3cb9f6"", ""fe9e4361f972bfcf"", ""0d3ed71a06640dff"", ""f1f411c1a614511f"", ""1c978026e6bc8534"", ""8512198c52f84a98""]"
scienceqa,tfidf,random,r005641,464008c8c3c7e967,1,20,0.39048420828414976,0.0346029051840826,0.35588130310006716,464008c8c3c7e967,False,"[""464008c8c3c7e967"", ""649d8bc6f50d2c8d"", ""06da021a02d72bfb"", ""929e5feb0a89f2af"", ""d40bddaf8e2e6338"", ""57d79521a667ad42"", ""a324000a75e465a8"", ""c8c2e691e1510591"", ""31c60745df3c09b7"", ""288e0ae1b81cd4ee"", ""4ad49ed1e9aa29a5"", ""70a3a210ac40f255"", ""d7f94e2b2e30adf8"", ""9701e9fd093d60c7"", ""4b148110fefa0d41"", ""3a1257facaa94df2"", ""ff4ed16548800b04"", ""3265e255a54b7e74"", ""4162fa8708bdc033"", ""0ec77e382b13d2a9"", ""a50847323aad8f02""]"
scienceqa,tfidf,random,r008462,ddd33819fa67a878,1,20,0.33015532873098435,0.040165296914931085,0.28999003181605326,ddd33819fa67a878,False,"[""ddd33819fa67a878"", ""ed8e118249d5b90e"", ""2a4221c3d2d7aa1b"", ""4c7f0d384fb4308c"", ""162c11a56856ddef"", ""50f87e05640ce35e"", ""052f03b16dd4a022"", ""d766d705a1d03e7f"", ""e02912673ef71f1f"", ""6f0ca7e43dc97088"", ""75e0bdec7abce862"", ""7de06184651147fa"", ""1656c00ccb3216e4"", ""bda709441943fc36"", ""a04296555630f49d"", ""8823eac00bda7913"", ""f91f0888ee7ee0a3"", ""d670903130336e9b"", ""c942fc356e75e6b9"", ""7042749b738f0ddd"", ""c849542c69e55997""]"
scienceqa,tfidf,random,r001124,00c5f084f766d05e,1,20,0.27401795013558145,0.07582773427734754,0.1981902158582339,00c5f084f766d05e,False,"[""00c5f084f766d05e"", ""0f0c8a62fec16479"", ""d40bddaf8e2e6338"", ""2c2ceec048f02e8a"", ""e2612be2b2462733"", ""649d8bc6f50d2c8d"", ""89ef4c6e6c4a0703"", ""139ff0583f457b0b"", ""b9621daa8926e473"", ""d766d705a1d03e7f"", ""447280a169a5754d"", ""1951dfd63e1726c3"", ""3cf105da7f6de4e2"", ""50f87e05640ce35e"", ""55035176114c23c8"", ""4ad49ed1e9aa29a5"", ""d7f94e2b2e30adf8"", ""9b6dc57631d1cfc7"", ""41fbf731a88d58b1"", ""4162fa8708bdc033"", ""cb935720810e7a32""]"
scienceqa,tfidf,random,r014530,85d1969154b956e9,1,20,0.2749397249793186,0.12143127835325229,0.15350844662606633,85d1969154b956e9,False,"[""85d1969154b956e9"", ""513406850e3cb9f6"", ""288e0ae1b81cd4ee"", ""7e4ea86ac41ec774"", ""d40bddaf8e2e6338"", ""f45081f076302dab"", ""4c6745e0b38ddbfa"", ""1fbe6aa3e6836d61"", ""2795e5ae90b96972"", ""f97d24ba9ff825dd"", ""06da021a02d72bfb"", ""4c7f0d384fb4308c"", ""d5dc61ca3520dca3"", ""cf3189fb7b944799"", ""7600edb9100bf449"", ""70a3a210ac40f255"", ""3cf105da7f6de4e2"", ""f643330b3583b801"", ""84bd89e31ab1953b"", ""04aa28de99cfd31b"", ""a50847323aad8f02""]"
