dataset,sample_id,original_id,split,question,choices,answer,text_context,image_ref,has_image,subject,topic,skill,evidence_type,modality_case,answer_format,source_task
tqa_ck12,NDQ_000056,NDQ_000056,train,study of solid Earth,a) astronomy | b) oceanography | c) geology | d) environmental science | e) Earth science | f) seismology | g) meteorology,c: geology,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000057,NDQ_000057,train,study of human effects on Earth,a) astronomy | b) oceanography | c) geology | d) environmental science | e) Earth science | f) seismology | g) meteorology,d: environmental science,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000058,NDQ_000058,train,study of all aspects of planet Earth,a) astronomy | b) oceanography | c) geology | d) environmental science | e) Earth science | f) seismology | g) meteorology,e: Earth science,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000059,NDQ_000059,train,study of the universe,a) astronomy | b) oceanography | c) geology | d) environmental science | e) Earth science | f) seismology | g) meteorology,a: astronomy,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000060,NDQ_000060,train,Earth science is a branch of geology.,a) true | b) false,b: false,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000061,NDQ_000061,train,Some geologists specialize in the study of soil.,a) true | b) false,a: true,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000062,NDQ_000062,train,Rock layers below Earths surface are a record of Earths history.,a) true | b) false,a: true,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000063,NDQ_000063,train,The science of oceanography started with mapping the oceans.,a) true | b) false,a: true,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000064,NDQ_000064,train,Scientists have not yet visited the deepest parts of the ocean.,a) true | b) false,b: false,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000065,NDQ_000065,train,Most of Earths water is in rivers and lakes.,a) true | b) false,b: false,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000066,NDQ_000066,train,Humans have had relatively little impact on the oceans.,a) true | b) false,b: false,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000067,NDQ_000067,train,There are several branches of oceanography.,a) true | b) false,a: true,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000068,NDQ_000068,train,Meteorologists study meteors.,a) true | b) false,b: false,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000069,NDQ_000069,train,The burning of fossil fuels contributes to global warming.,a) true | b) false,a: true,"lesson: earth science and its branches
Answer the following multiple choice question from a science textbook.",,0,science,earth science and its branches,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000077,NDQ_000077,train,Flowing water can cause erosion by dissolving minerals in rocks.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000078,NDQ_000078,train,More slowly flowing water can carry larger sediments.,a) true | b) false,b: false,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000079,NDQ_000079,train,The size of sediments determines how they are carried by flowing water.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000080,NDQ_000080,train,Clay and silt are carried in flowing water by suspension.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000081,NDQ_000081,train,Runoff is only a minor cause of soil erosion.,a) true | b) false,b: false,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000082,NDQ_000082,train,Rapidly flowing mountain streams cause little deposition.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000083,NDQ_000083,train,Slowly flowing rivers erode their channels more at the bottom than at the sides.,a) true | b) false,b: false,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000084,NDQ_000084,train,Floodplains are poor places for growing crops.,a) true | b) false,b: false,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000085,NDQ_000085,train,A levee forms from the largest sediments a river carries.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000086,NDQ_000086,train,Sinkholes are caused by groundwater erosion.,a) true | b) false,a: true,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,True or False,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000094,NDQ_000094,train,broad flat area on both sides of a river where it floods its banks,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,d: floodplain,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000095,NDQ_000095,train,underground hole or cavern eroded by groundwater,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,e: cave,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000096,NDQ_000096,train,deposit that forms when a mountain stream flows suddenly onto flatter land,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,a: alluvial fan,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000097,NDQ_000097,train,raised strip of sediments deposited along the bank of a river,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,c: levee,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000098,NDQ_000098,train,hole on the surface of the ground that forms when a cave collapses,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,f: sinkhole,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000099,NDQ_000099,train,triangular deposit that forms when a river empties into a body of still water,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,b: delta,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000100,NDQ_000100,train,body of water that forms when a meander is cut off from the rest of the river,a) alluvial fan | b) delta | c) levee | d) floodplain | e) cave | f) sinkhole | g) oxbow lake,g: oxbow lake,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Matching,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000101,NDQ_000101,train,Agents of erosion include,a) gravity. | b) waves. | c) ice. | d) all of the above,d: all of the above,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000102,NDQ_000102,train,Erosion is always followed by,a) deposition. | b) weathering. | c) suspension. | d) saltation.,a: deposition.,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000103,NDQ_000103,train,Factors that determine how much erosion runoff can cause include,a) how fast the water is moving. | b) how much water is flowing. | c) whether the land is bare or covered with plants. | d) all of the above,d: all of the above,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000104,NDQ_000104,train,A waterfall forms when a stream flows,a) from lower to higher elevations. | b) from harder to softer rocks. | c) from one meander to another. | d) from side to side in its floodplain.,b: from harder to softer rocks.,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000105,NDQ_000105,train,"When flowing water slows down, which of the following sediments does it drop first?",a) gravel | b) sand | c) silt | d) clay,a: gravel,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000106,NDQ_000106,train,Which statement about stalactites is false?,a) They form on the floors of caves. | b) They consist of mineral deposits. | c) They look like icicles. | d) They grow slowly.,a: They form on the floors of caves.,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,NDQ_000107,NDQ_000107,train,What forms when a river erodes the outside of a curve and deposits sediments on the inside of the curve?,a) delta | b) floodplain | c) meander | d) sinkhole,c: meander,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question from a science textbook.",,0,science,erosion and deposition by flowing water,Multiple Choice,text_only,question_without_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000001,DQ_000001,train,How many actions are depicted in the diagram?,a) 6 | b) 4 | c) 8 | d) 7,d: 7,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6843.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000002,DQ_000002,train,How many steps are there to the formation of a stump?,a) 6 | b) 5 | c) 10 | d) 7,d: 7,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6843.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000003,DQ_000003,train,Which of these are most affected by a storm?,a) Dunes | b) Continental shelf | c) Shoreface | d) Intertidal beach,d: Intertidal beach,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6845.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000004,DQ_000004,train,"In a storm beach, what is exposed during the low tide?",a) High tide | b) Rocks | c) Upper beach | d) Dunes,b: Rocks,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6845.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000005,DQ_000005,train,Where is eroded intertidal beach sediment deposited in a storm weather beach system?,a) On the dunes | b) On the lower shoreface | c) On the upper beach | d) On the continental shelf,b: On the lower shoreface,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6845.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000006,DQ_000006,train,In which step does the cliff collapse?,a) 4 | b) 2 | c) 3 | d) 1,c: 3,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6846.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000007,DQ_000007,train,Which step is the cause of the erosion process shown?,a) 4. Cliff retreats | b) 2. Wave-cut notch | c) 5. Wave-cut platform | d) 1. Original position of cliff,b: 2. Wave-cut notch,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6846.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000008,DQ_000008,train,What happens before cliff retreats?,a) Wave-cut platform | b) Wave-cut notch | c) Nothing | d) Notch increases and cliff collapses,d: Notch increases and cliff collapses,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6846.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000009,DQ_000009,train,What is located just below the wave-cut notch?,a) Notch increases and cliff colapses | b) Cliff retreats | c) Origiinal position of cliff | d) Wave-cut platform,d: Wave-cut platform,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6846.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000010,DQ_000010,train,What is the area of water where the river falls called?,a) river | b) lake | c) Plunge pool | d) waterfallretreats,c: Plunge pool,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6850.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000011,DQ_000011,train,How many types of rocks are shown in the diagram?,a) 2 | b) 1 | c) 4 | d) 3,d: 3,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6850.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000012,DQ_000012,train,What collapses and creates a fall?,a) plunge pool | b) overhang | c) pebbles and stones | d) soft rock,b: overhang,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6850.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000013,DQ_000013,train,Which label points to undercutting?,a) 1 | b) Top left | c) Bottom middle | d) 3,d: 3,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6851.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000014,DQ_000014,train,What forms when a sea cave is eroded through completely?,a) Blowhole | b) Arch | c) Stump | d) Stack,b: Arch,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6851.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000015,DQ_000015,train,"In this diagram of Erosion and Deposition by Flowing Water, what is located just below the Headland?",a) Stump | b) Blowhole | c) Arch | d) Stack,c: Arch,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6851.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000016,DQ_000016,train,What material is deposited on the slip off slope?,a) soil | b) fine material | c) sand and shingle | d) rocks,c: sand and shingle,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6852.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000017,DQ_000017,train,Where does the sand deposits?,a) In the air | b) In the river | c) In the soil | d) In the cliff,b: In the river,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6852.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000018,DQ_000018,train,What is deposited on inside of bend?,a) Sand and Shingle | b) Current | c) River cliff | d) Slope,a: Sand and Shingle,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6852.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000019,DQ_000019,train,Why is flowing water important agent of corrosion?,a) Flowing water can erode rocks and soil | b) it maintains the water | c) it keeps the soil dry | d) it keeps the soil firm,a: Flowing water can erode rocks and soil,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6852.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000020,DQ_000020,train,What happens to rock after weathering?,a) rain will cause the rock to expand | b) Erosion from rain will cause the sediments to go downhill | c) no effect | d) rain will cement the sediments on the hill surface,b: Erosion from rain will cause the sediments to go downhill,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6856.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000021,DQ_000021,train,What causes the sediments to move downhill to another place?,a) Erosion and transport | b) Weathering | c) Precipitation | d) Condensation,a: Erosion and transport,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6856.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000022,DQ_000022,train,What rock formation causes rapids?,a) Soft Rocks | b) Fallen Rocks | c) Overhang | d) Hard Rock,d: Hard Rock,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6857.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000023,DQ_000023,train,Which is the name of the exact point where water falls in a waterfall?,a) Overhang | b) Hard rock | c) Steep-sided gorge | d) Plunge pool,a: Overhang,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6857.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000024,DQ_000024,train,How many ridges of hard rock are shown in this picture?,a) 3 | b) 5 | c) 2 | d) 4,c: 2,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6857.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000025,DQ_000025,train,How are rapids created?,a) overhang | b) fallen rocks | c) Ridges of hard rick create an uneven slope | d) waterfall retreats,c: Ridges of hard rick create an uneven slope,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6857.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000026,DQ_000026,train,Which of the bottom labels (numbered from left to right) points to low tide?,a) 1 | b) 4 | c) 2 | d) 3,c: 2,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6862.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000027,DQ_000027,train,How many phases of the tide are there?,a) 3 | b) 2 | c) 4 | d) 1,b: 2,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6862.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
tqa_ck12,DQ_000028,DQ_000028,train,"In this diagram of Erosion and Deposition by Flowing Water, where does the water go through the blow hole?",a) Arch | b) High Tide | c) Caves | d) Stump Covered at High Tide,c: Caves,"lesson: erosion and deposition by flowing water
Answer the following multiple choice question about the diagram from a science textbook.",hf://notefill/ck12-tqa-instruction/train/question_images/erosion_6862.png,1,science,erosion and deposition by flowing water,Diagram Multiple Choice,text_image,question_with_image,multiple_choice,ck12_textbook_qa
