annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0011,r014315,r014315,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade7,Ecosystems,Select the taiga ecosystem.,"This ecosystem has:
warm summers and warm winters
a rainy season and a dry season
soil that is poor in nutrients | This ecosystem has:
long, cold winters and short, cool summers
many evergreen trees
soil that is poor in nutrients | This ecosystem has:
year-round rain and warm temperatures
soil that is poor in nutrients
many different types of organisms",1,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other: the pattern of weather, or climate the type of soil the organisms that live there","A taiga is a type of ecosystem. It has long, cold winters and short, cool summers, many evergreen trees, and soil that is poor in nutrients. Choice 1 is a taiga ecosystem. It has many evergreen trees. It also has long, cold winters and short, cool summers. Choice 2 is a tropical rain forest ecosystem. It has year-round rain and soil that is poor in nutrients. Choice 3 is a savanna grassland ecosystem. It is covered in grasses and has a dry season and a wet season.",1311,214
mt0012,r004542,r004542,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,social science,civics,126,0.9365079365079364,Identify facts and opinions,62,1.0,grade5,Social studies skills,Which sentence states a fact?,"Five South American countries border Peru: Bolivia, Brazil, Chile, Colombia, and Ecuador. | Of the five South American countries that border Peru, Brazil is the most important.",0,,"A fact is something that can be proved to be true. Facts can be proved by observing, measuring, or studying information. The flag of the United States has 13 stripes. This is a fact. It can be proved by looking at the flag and counting the number of stripes. An opinion is something that a person believes, thinks, or feels. An opinion cannot be proved true. The flag of the United States is easy to draw. This is an opinion. People may have different opinions about what makes a flag ""easy"" to draw.","The second sentence states a fact. Five South American countries border Peru: Bolivia, Brazil, Chile, Colombia, and Ecuador. It can be proved by checking a map of South America. The first sentence states an opinion. Of the five South American countries that border Peru, Brazil is the most important. Most important shows what a person believes, thinks, or feels. Another person might have a different opinion about what makes a country important.",1161,196
mt0013,r016352,r016352,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The first party system: Federalists and Democratic-Republicans,1,1.0,grade7,The Early Republic,"Complete the sentence. After seeing disagreements among Americans increase while he was president, Washington felt that political parties were () for the United States.",dangerous | helpful | necessary,0,"Political parties are groups that support different political positions. Today they are a regular part of political life in the United States, but they have not always existed.
Parties first formed in the 1790s, after George Washington was elected president. Washington wrote about political parties in 1796. Read Washington's words. Then complete the sentence below.
[Let me] warn you, in the most solemn manner, against the baneful effects of [parties].
solemn: serious
baneful: harmful, destructive",,"Look back at the passage. At the end of his presidency, Washington wrote that he wanted to warn people against the baneful, or harmful, effects of parties. So, after seeing disagreements among Americans increase while he was president, Washington felt that political parties were dangerous for the United States.",1022,151
mt0014,r016644,r016644,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,chemistry,1194,0.5510887772194305,Identify physical and chemical changes,68,1.0,grade2,Physical and chemical change,Complete the sentence. Tearing a piece of paper is a ().,physical change | chemical change,0,,"Chemical changes and physical changes are two ways matter can change. In a chemical change, the type of matter changes. Burning a piece of paper is a chemical change. The paper changes into ash and smoke. In a physical change, the type of matter stays the same. Cutting a piece of paper is a physical change. The cut pieces are still made of paper. Ice melting is also a physical change. When ice melts, it changes from a solid to a liquid. But both ice and liquid water are made of the same type of matter: water! This kind of change is called a change of state.",Tearing a piece of paper is a physical change. The paper tears into pieces. But each piece is still made of paper.,775,144
mt0015,r006058,r006058,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,Which kind of place has more open space?,a suburban area | a rural area,1,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",Rural areas have more open space. There aren't as many people or buildings in a rural area.,1142,216
mt0016,r019902,r019902,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the fish.,albatross | elongated tortoise | green sea turtle | manta ray,3,,"Fish live underwater. They have fins, not limbs.","A manta ray is a fish. It lives underwater. It has fins, not limbs. Rays have a different shape than many other fish. Rays are large and flat. They have wide, triangle-shaped fins that help them swim long distances. A green sea turtle is a reptile. It has scaly, waterproof skin. Sea turtles live in the water, but they lay their eggs on land. An albatross is a bird. It has feathers, two wings, and a beak. Albatrosses live near the ocean. They hunt squid, fish, and other small animals. An elongated tortoise is a reptile. It has scaly, waterproof skin. A tortoise's shell protects it from predators. When a tortoise feels threatened, it can pull its head and legs inside its shell.",820,142
mt0017,r008262,r008262,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,writing-strategies,1650,0.9157575757575758,Which text is most formal?,96,1.0,grade11,"Audience, purpose, and tone",Which letter closing is more formal?,"Sincerely, | Bye,",0,,"Informal writing is typically used in casual situations or when communicating with someone you know well. Informal language often expresses familiarity and tends to sound more like speech. It uses more conversational language, such as slang, idioms, abbreviations, imprecise language, and contractions. Formal writing is typically used in academic and business writing or when writing directly to an authority figure. It tends to be more courteous and impersonal, avoiding overly familiar or conversational language. Compare the following sentences. Informal: Yeah, ostriches can't fly, but I think they're awesome. More formal: Ostriches may be flightless, but they're remarkable runners. Most fo...",The second letter closing is more formal. The other letter closing is more casual and suggests a familiarity with the person being written to.,959,138
mt0018,r019489,r019489,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade4,Ecosystems,Select the tropical coral reef ecosystem.,"This ecosystem has:
land that is covered with water during most of the year
soil that is rich in nutrients
other water ecosystems nearby | This ecosystem has:
shallow, salty water
bright sunlight
many different types of organisms",1,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of ecosystems. Here are some ways in which these ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","A tropical coral reef is a type of ecosystem. It has shallow, salty water, bright sunlight, and many different types of organisms. Choice 1 is a tropical coral reef ecosystem. It has shallow water and many different types of organisms. Choice 2 is a wetland ecosystem. It is covered with water for most of the year. Wetlands also have soil that is rich in nutrients.",1069,174
mt0019,r017274,r017274,test,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,earth-science,1152,0.2821180555555556,Use climate data to make predictions,123,0.0,grade3,Weather and climate,Which month is the wettest on average in Christchurch?,August | April | May,2,Use the graph to answer the question below.,"Scientists record climate data from places around the world. Precipitation, or rain and snow, is one type of climate data. A bar graph can be used to show the average amount of precipitation each month. Months with taller bars have more precipitation on average.","To describe the average precipitation trends in Christchurch, look at the graph. Choice ""Apr"" is incorrect. Choice ""May"" is incorrect. Choice ""Aug"" is incorrect. May has an average monthly precipitation of about 70 millimeters. This is higher than in any other month. So, May is the wettest month on average.",697,114
mt0020,r006899,r006899,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,units-and-measurement,870,1.0,Choose units of time,97,1.0,grade3,Units and measurement,How long does it take to fly across the United States in an airplane?,6 seconds | 6 hours,1,Select the better estimate.,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means. Imagine being told that the bus leaves in 7. You might be thinking, 7 what? Does the bus leave in 7 minutes? 7 seconds? The number 7 on its own does not give you much information about when the bus is leaving. That is because the units are missing. Time is usually measured in units of seconds, minutes, or hours. It takes about 1 second to sneeze and 1 minute to get dressed in the morning. It takes about 1 hour to bake a pie in the oven. There are 60 seconds in 1 minute. So, 1 second is much less than 1 minute. There are 60 minutes in 1 hour. So, 1 minute is much l...",The better estimate for how long it takes to fly across the United States in an airplane is 6 hours. 6 seconds is too fast.,960,190
mt0021,r014545,r014545,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,chemistry,1194,0.5510887772194305,Identify physical and chemical changes,68,1.0,grade2,Physical and chemical change,Complete the sentence. Slicing cheese is a ().,chemical change | physical change,1,,"Chemical changes and physical changes are two ways matter can change. In a chemical change, the type of matter changes. Burning a piece of paper is a chemical change. The paper changes into ash and smoke. In a physical change, the type of matter stays the same. Cutting a piece of paper is a physical change. The cut pieces are still made of paper. Ice melting is also a physical change. When ice melts, it changes from a solid to a liquid. But both ice and liquid water are made of the same type of matter: water! This kind of change is called a change of state.",Slicing cheese is a physical change. The cheese changes shape. But it is still made of the same type of matter.,762,140
mt0022,r013266,r013266,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Neil Armstrong,1,1.0,grade2,Historical figures,Neil Armstrong was the first person to do which of these things?,walk on the moon | climb Mount Everest | fly an airplane | sail around the world,0,,,"In 1969, Neil Armstrong led a mission to the moon. He became the first person to walk on the surface of the moon. No one had ever done that before.",302,56
mt0023,r012152,r012152,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",55,1.0,grade5,Classification,Select the one animal that has all of the amphibian traits listed above.,"Painted storks wade in shallow water to look for food. Storks use their beaks to eat fish, insects, worms, and small animals. They have feathers and two wings. Painted storks lay eggs with shells in nests along the water. | Adult tiger salamanders have moist, smooth skin with stripes. They live in burrows underground, but they begin their lives in water. Young tiger salamanders hatch from eggs with no shells underwater.",1,"Amphibians are a group of animals with similar traits. The following traits can be used to identify amphibians:
They spend part of their lives in water and part on land.
They have moist skin.
They make eggs with no shells. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live. How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group. Amphibians have the following traits: They spend part of their lives in water and part on land. They have moist skin. They make eggs with no shells. Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits. A tiger salamander has the following traits: It spends part of its life in water and part on land. It has moist skin. It makes eggs with no shells. A tiger salamander has the traits of an amphibian. A tiger salamander is an amphibian. A painted stork has the following traits: It has feathers. It has wings. It has a beak. It makes eggs with shells. A painted...",1996,339
mt0024,r005823,r005823,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,chemistry,1194,0.5510887772194305,Describe energy changes in chemical reactions,6,1.0,grade6,Chemical reactions,"Complete the statement. During this chemical reaction, the solution becomes ().",colder | warmer,1,"When a chemical reaction absorbs or releases thermal energy, the reaction causes a change in temperature. Read the passage about a chemical reaction that absorbs or releases thermal energy. Then, follow the instructions below.
Dutch chocolate is a special type of chocolate that has a dark color and a mild flavor. It is made by treating chocolate with a solution of water and sodium hydroxide (NaOH). When sodium hydroxide dissolves in water, sodium ions (Na+) and hydroxide ions (OH−) form in the solution. During this process, chemical energy is converted to thermal energy, which flows into the surroundings.","During a chemical reaction, thermal energy is absorbed or released as heat. This transfer of thermal energy changes the temperature of the reaction's surroundings. The surroundings are everything around the reaction, such as the solution that the reaction takes place in or the air nearby. Some reactions release thermal energy into the surroundings. This thermal energy is converted from chemical energy, which is provided by the molecules in the reaction. As the thermal energy moves out of the reaction and into the surroundings, the temperature of the surroundings increases. Some reactions absorb thermal energy from the surroundings. This thermal energy is converted into chemical energy dur...","To determine whether the solution becomes warmer or colder, look for the text that describes the movement of thermal energy during the reaction.Dutch chocolate is a special type of chocolate that has a dark color and a mild flavor. It is made by treating chocolate with a solution of water and sodium hydroxide (NaOH). When sodium hydroxide dissolves in water, sodium ions (Na+) and hydroxide ions (OH−) form in the solution. During this process, chemical energy is converted to thermal energy, which flows into the surroundings.The underlined text tells you that thermal energy flows into the surroundings. Because thermal energy moves out of the reaction and into the surroundings, the temperatu...",2385,368
mt0025,r010315,r010315,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the reptile.,salmon | human | green chameleon | piranha,2,,"Reptiles have scaly, waterproof skin. Most reptiles live on land.","A green chameleon is a reptile. It has scaly, waterproof skin. Chameleons eat insects. They use their long, sticky tongues to catch their prey. A human is a mammal. It has hair and feeds its young milk. Humans are a type of animal called a primate. Monkeys and apes are also primates. A salmon is a fish. It lives underwater. It has fins, not limbs. Unlike most other fish, salmon can live in both fresh water and salt water. A piranha is a fish. It lives underwater. It has fins, not limbs. Piranhas have sharp teeth. Piranhas hunt in groups. A group of piranhas can eat a large animal.",724,127
mt0026,r013173,r013173,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,chemistry,1194,0.5510887772194305,Compare physical and chemical changes,447,1.0,grade7,Chemical reactions,What do these two changes have in common? crushing a mineral into powder knitting yarn into a scarf,Both are chemical changes. | Both are only physical changes. | Both are caused by cooling. | Both are caused by heating.,1,,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule. In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different. Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form dif...","Step 1: Think about each change. Crushing a mineral into powder is a physical change. The mineral breaks into tiny pieces. But it is still made of the same type of matter. Knitting yarn into a scarf is a physical change. The yarn gets a different shape, but it is still made of the same type of matter. Step 2: Look at each answer choice. Both are only physical changes. Both changes are physical changes. No new matter is created. Both are chemical changes. Both changes are physical changes. They are not chemical changes. Both are caused by heating. Neither change is caused by heating. Both are caused by cooling. Neither change is caused by cooling.",2287,396
mt0027,r021068,r021068,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to give strength and stiffness to a plant cell.,cytoplasm | chromosomes | cell wall | Golgi,2,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,"The cell wall is the outer layer of a plant cell. It gives the cell strength and stiffness, which helps the cell keep its shape. The cell wall also supports and protects the cell.",2687,447
mt0028,r005256,r005256,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,natural science,literacy-in-science,34,0.1470588235294118,Changes to Earth's surface: volcanic eruptions,1,1.0,grade2,Earth events,"Complete the paragraph. A volcano is a (). Volcanoes can erupt. During a volcanic eruption, melted rock () the ground.",fire below Earth's surface . . . turns solid below | hole in Earth's surface . . . comes out of | type of melted rock . . . flows into,1,,,"A volcano is a hole in the ground. During a volcanic eruption, melted rock comes out of the ground through a volcano.",379,71
mt0029,r007904,r007904,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Paul Revere,1,1.0,grade3,Historical figures,Complete the sentence. Paul Revere played an important role in ().,the American Revolution | the Mayflower voyage | the Civil War | World War II,0,,,Paul Revere played an important role in the American Revolution. The American Revolution took place between 1765 and 1783. Americans fought the revolution to win freedom from Great Britain. Men and women who fought for freedom from British rule were called Patriots. Paul Revere was one of the most famous Patriots.,470,74
mt0030,r004930,r004930,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,biology,4098,0.486822840409956,"Animal adaptations: beaks, mouths, and necks",175,0.0,grade4,Adaptations,Which bird's beak is also adapted to get nectar out of long flowers?,bufflehead | bronzy sunbird,1,"Broad-tailed hummingbirds live in the woodlands and meadows of western North America. The shape of the 's beak is adapted to get nectar out of long flowers.
Figure: broad-tailed hummingbird.","An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors. The shape of a bird's beak is one example of an adaptation. Birds' beaks can be adapted in different ways. For example, a sharp hooked beak might help a bird tear through meat easily. A short, thick beak might help a bird break through a seed's hard shell. Birds that eat similar food often have similar beaks.","Look at the picture of the broad-tailed hummingbird. The broad-tailed hummingbird has a long, thin beak. Its beak is adapted to get nectar out of long flowers. The broad-tailed hummingbird's long, thin beak can reach deep into the flowers. Now look at each bird. Figure out which bird has a similar adaptation. The bronzy sunbird has a long, thin beak. Its beak is adapted to get nectar out of long flowers. The bufflehead has a wide, flat beak. Its beak is not adapted to get nectar out of long flowers. The bufflehead uses its beak to eat plants and invertebrates that live in mud.",1323,228
