annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0086,r003244,r003244,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,science-and-engineering-practices,924,0.3127705627705628,Identify the experimental question,271,0.0,grade7,Designing experiments,Identify the question that Sam's experiment can best answer.,Does apple juice expand more or less than water when it freezes? | Does water freeze more quickly than apple juice?,0,"The passage below describes an experiment. Read the passage and then follow the instructions below.

Sam poured 30 milliliters of water into each of six measuring cups. He poured the same volume of apple juice into another six measuring cups. He kept the measuring cups in a freezer for 48 hours. Sam then observed the frozen liquids' volumes in the measuring cups. He measured the amount the volumes increased to see how much the liquids had expanded while freezing. He compared how much the water expanded to how much the apple juice expanded.
Figure: water in a measuring cup.","Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment. Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured. First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soi...",,2271,382
mt0087,r007458,r007458,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,earth-science,1152,0.2821180555555556,Analyze data to compare properties of planets,178,0.0,grade8,Astronomy,Is the following statement about our solar system true or false? The volume of Mars is more than ten times as large as Mercury's.,false | true,0,Use the data to answer the question below.,"A planet's volume tells you the size of the planet. The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice. The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation. For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3. To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example: 1.43 x 10^15 is larger than 1.43 x 10^12 If their exponents are equal, compare the first n...","To determine if this statement is true, calculate the value of ten times the volume of Mercury. Then compare the result to the volume of Mars. The volume of Mars is 1.63 x 10^11 km^3, which is less than 6.08 x 10^11 km^3. So, the volume of Mars is less than ten times as large as Mercury's.",1480,274
mt0088,r000922,r000922,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade4,Ecosystems,Select the deep sea ecosystem.,"This ecosystem has:
water at the bottom of the ocean
no sunlight
organisms that crawl or stick to the ground | This ecosystem has:
shallow, salty water
bright sunlight
many different types of organisms",0,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of ecosystems. Here are some ways in which these ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","A deep sea is a type of ecosystem. It has water at the bottom of the ocean, no sunlight, and organisms that crawl or stick to the ground. Choice 1 is a deep sea ecosystem. It is at the bottom of the ocean. It is so far underwater that no sunlight can reach it. Choice 2 is a tropical coral reef ecosystem. It has shallow water and many different types of organisms.",1029,176
mt0089,r011881,r011881,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,Science and technology in early China,3,1.0,grade7,Early China,Which of the following is an example of technologies?,a laptop computer | a hurricane that damages homes,0,"People in early China invented many new types of technologies. Today, the word ""technology"" often refers to electronic objects such as computers and cell phones. But technology can be any device or object that helps people solve problems or complete tasks more easily.",,,378,60
mt0090,r015828,r015828,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,earth-science,1152,0.2821180555555556,Classify changes to Earth's surface,25,1.0,grade2,Earth events,Which change better matches the sentence? Melted rock comes out from below Earth's surface.,wildfire | volcanic eruption,1,,,,125,17
mt0091,r009418,r009418,train,1,observed_reference,has_image=1 reference sample for calibration,,,,social science,geography,2956,0.0040595399188092,Identify state capitals of the Southeast,298,0.0,grade4,State capitals,What is the capital of Kentucky?,Little Rock | Sacramento | Raleigh | Frankfort,3,,,Frankfort is the capital of Kentucky.,126,17
mt0092,r002252,r002252,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade7,Reference skills,Which word would you find on a dictionary page with the following guide words? harness - hotel,hurdle | himself,1,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since himself is between the guide words harness - hotel, it would be found on that page.",801,146
mt0093,r017595,r017595,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,World War I: the road to war,1,1.0,grade4,20th century American history,What was World War I originally called?,the Great War | European War I | the European Revolution | the First War,0,,,"At first, World War I was called the Great War. People didn't call it World War I until World War II started. They didn't know there would be more than one world war. So, they didn't think they needed to number it. World War I is usually considered the first modern, worldwide war. Today, it is usually called World War I or the First World War. It can also be abbreviated as ""WWI.""",504,92
mt0094,r006536,r006536,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the mammal.,box turtle | painted stork | robin | sugar glider,3,,Mammals have hair or fur and feed their young milk.,"A robin is a bird. It has feathers, two wings, and a beak. A robin is a songbird. It sings different songs at different times of the day. A painted stork is a bird. It has feathers, two wings, and a beak. Storks wade in shallow water to look for food. Storks eat fish, insects, worms, and other small animals. A sugar glider is a mammal. It has fur and feeds its young milk. Sugar gliders can jump long distances from tree to tree. They have flaps of loose skin on their sides. These flaps help them stay in the air. A box turtle is a reptile. It has scaly, waterproof skin. Box turtles can live to be over 100 years old!",750,142
mt0095,r012584,r012584,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,black howler | red-headed poison frog | salmon | thresher shark,1,,Amphibians have moist skin and begin their lives in water.,"A red-headed poison frog is an amphibian. It has moist skin and begins its life in water. Poison dart frogs come in many bright colors. Their bright color warns other animals that these frogs are poisonous. A black howler is a mammal. It has hair and feeds its young milk. Howler monkeys have loud calls, or howls. Their calls can be heard over three miles away! A thresher shark is a fish. It lives underwater. It has fins, not limbs. A thresher shark has a long tail. It can use its tail to hit and stun prey. A salmon is a fish. It lives underwater. It has fins, not limbs. Unlike most other fish, salmon can live in both fresh water and salt water.",805,145
mt0096,r011142,r011142,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,social science,economics,682,0.563049853372434,What is economics?,1,1.0,grade3,Basic economic principles,Which of the things shown below is a need?,A costume | Food,1,"In the following questions, you will learn about economics (eh-kuh-NAH-miks). Economics looks at decisions people make to meet needs and wants. Needs are things that you must have to live or stay healthy and safe. Wants are things that you would only like to have.",,"Food is a need. Without it, you cannot live. A costume is a want. It is something you might like to have. But you can live and stay healthy and safe without it.",491,90
mt0097,r009130,r009130,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,Classify figures of speech: review,86,1.0,grade10,Literary devices,"Which figure of speech is used in this text? ""There's nothing I love more than skipping lunch,"" Mr. Taylor told the flight attendant when he learned that no food would be available on his cross-country flight.",verbal irony | allusion,0,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. Alliteration is the repetition of sounds at the beginning of nearby words. What a lucky little lady you are! An allusion is a brief reference to something or someone well known, often from history or literature. ""I'd better get home before I turn into a pumpkin!"" Lila remarked. An idiom is an expression that cannot be understood literally. Its meaning must be learned. The assignment was a piece of cake. A simile uses like or as to compare two things that are not actually alike. The cat's fur was as dark as the night. A metaphor compares two things that are not ac...","The text uses verbal irony, which involves saying one thing but implying something very different. Nothing I love more shows verbal irony because Mr. Taylor is probably upset that there isn't anything to eat.",1814,311
mt0098,r003924,r003924,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,social science,civics,126,0.9365079365079364,Identify facts and opinions,62,1.0,grade5,Social studies skills,Which sentence states a fact?,The ancient Maya people believed that chocolate was the food of the gods. | The ancient Maya people of Central America had some peculiar ideas about chocolate.,0,,"A fact is something that can be proved to be true. Facts can be proved by observing, measuring, or studying information. The flag of the United States has 13 stripes. This is a fact. It can be proved by looking at the flag and counting the number of stripes. An opinion is something that a person believes, thinks, or feels. An opinion cannot be proved true. The flag of the United States is easy to draw. This is an opinion. People may have different opinions about what makes a flag ""easy"" to draw.","The first sentence states a fact. The ancient Maya people believed that chocolate was the food of the gods. It can be proved by looking in books about Mayan beliefs. The second sentence states an opinion. The ancient Maya people of Central America had some peculiar ideas about chocolate. Peculiar shows what a person believes, thinks, or feels. Another person might have a different opinion about what is peculiar.",1112,193
mt0099,r017479,r017479,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade4,Ecosystems,Select the estuary ecosystem.,"This ecosystem has:
a mix of fresh and salty water
muddy soil that is rich in nutrients
many different types of organisms | This ecosystem has:
daily flooding and draining of seawater
water that is rich in nutrients
many different types of organisms",0,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of ecosystems. Here are some ways in which these ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","An estuary is a type of ecosystem. It has a mix of fresh and salty water, muddy soil that is rich in nutrients, and many different types of organisms. Choice 1 is an estuary ecosystem. It is a place where freshwater and salt water meet. Estuaries have muddy soil that is rich in nutrients. Choice 2 is a tide pool ecosystem. Several times each day, it floods with seawater. Then the water drains back into the ocean.",1127,189
mt0100,r005536,r005536,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,"Classify figures of speech: euphemism, hyperbole, oxymoron, paradox",103,1.0,grade9,Literary devices,"Which figure of speech is used in this text? The Kramer family is going to spend two weeks in Ocean City, but for Jim it will be a working vacation, since he'll be checking in with the office every day.",oxymoron | hyperbole,0,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. A euphemism is a polite or indirect expression that is used to de-emphasize an unpleasant topic. The head of Human Resources would never refer to firing people, only to laying them off. Hyperbole is an obvious exaggeration that is not meant to be taken literally. I ate so much that I think I might explode! An oxymoron is a joining of two seemingly contradictory terms. Some reviewers are calling this book a new classic. A paradox is a statement that might at first appear to be contradictory, but that may in fact contain some truth. Always expect the unexpected.","The text uses an oxymoron, a joining of two seemingly contradictory terms. Working vacation is a contradiction, because going on a vacation implies that you are taking a break from work.",1111,194
mt0101,r000398,r000398,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Cesar Chavez,1,1.0,grade3,Historical figures,Complete the sentence. Cesar Chavez came from () family.,an African American | a Mexican American | a Chinese American | a French American,1,,,"Cesar Chavez came from a Mexican American family: His father's parents were from Mexico. They moved to the United States in 1880. Cesar Chavez's father was born in Arizona. Cesar Chavez's mother was born in Mexico. She and her family moved to Arizona when she was six months old. Cesar Chavez was born in the United States in 1927. During Cesar Chavez's life, he and many other Mexican American people were treated unfairly because of their heritage. Cesar Chavez worked to fight this unequal treatment.",651,106
mt0102,r012302,r012302,train,1,observed_reference,has_image=1 reference sample for calibration,,,,language science,writing-strategies,1650,0.9157575757575758,Read graphic organizers,49,0.0,grade5,Visual elements,"Based on the continuum scale, which planet is larger than Mars?",Mercury | Earth,1,This continuum scale shows the sizes of the inner planets of our solar system.,"A graphic organizer is a chart or picture that shows how ideas, facts, or topics are related to one another. When you read, look for graphic organizers included in the text. You can use these images to find key information. You can also create your own graphic organizers with information that you've read. Doing this can help you think about the ideas in the text and easily review them. When you write, you can use graphic organizers to organize your thoughts and plan your writing.","A continuum scale compares things by ordering them along a line. This continuum scale shows the sizes of the inner planets of our solar system. Smaller planets are shown to the left. Larger planets are shown to the right. Earth is shown farther to the right than Mars. So, Earth is larger than Mars.",948,166
mt0103,r014223,r014223,validation,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,earth-science,1152,0.2821180555555556,Analyze data to compare properties of planets,178,0.0,grade8,Astronomy,Is the following statement about our solar system true or false? The volume of Uranus is less than ten times the volume of Neptune.,true | false,0,Use the data to answer the question below.,"A planet's volume tells you the size of the planet. The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice. The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation. For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3. To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example: 1.43 x 10^15 is larger than 1.43 x 10^12 If their exponents are equal, compare the first n...","To determine if this statement is true, calculate the value of ten times the volume of Neptune. Then compare the result to the volume of Uranus. The volume of Uranus is 6.83 x 10^13 km^3, which is less than 6.25 x 10^14 km^3. So, the volume of Uranus is less than ten times the volume of Neptune.",1488,274
mt0104,r014128,r014128,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Structure and function: carbohydrates, lipids, proteins, and nucleic acids",2,1.0,grade7,Biochemistry,Which of the following is a primary function of carbohydrates?,to store the information needed for an organism's growth and development | to supply energy for a cell's immediate use | to control chemical reactions,1,"Life on Earth comes in many forms, from microscopic bacteria to giant redwood trees. Despite their differences, all living things are made up of the same types of molecules. Many of these molecules contain carbon and are called organic compounds.
There are four main groups of organic compounds found in cells. One of these groups is carbohydrates.","Living things are made up of four main groups of carbon-based molecules called organic compounds. One of these groups is carbohydrates. The other three groups are lipids, proteins, and nucleic acids. All carbohydrates are made up of the same three chemical elements: carbon, hydrogen, and oxygen. But carbohydrate molecules can come in different forms. The smallest carbohydrates are called simple sugars. Simple sugars can be linked together in long chains to make larger carbohydrates, called complex carbohydrates. Carbohydrates can also have different functions. An important function of carbohydrates is to provide the primary source of energy for cells. Cells can quickly break down many typ...",,1557,237
mt0105,r006506,r006506,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,writing-strategies,1650,0.9157575757575758,Explore words with new or contested usages,215,1.0,grade9,Word usage and nuance,Which text uses the word peruse in its traditional sense?,"The detective leisurely perused the newspaper, hoping to go unnoticed by the suspect during the stakeout. | The detective carefully perused the newspaper, hoping to find a coded message hidden in the personal ads.",1,,"Words change in meaning when speakers begin using them in new ways. For example, the word peruse once only meant to examine in detail, but it's now also commonly used to mean to look through in a casual manner. When a word changes in meaning, its correct usage is often debated. Although a newer sense of the word may be more commonly used, many people consider a word's traditional definition to be the correct usage. Being able to distinguish the different uses of a word can help you use it appropriately for different audiences. Britney perused her notes, carefully preparing for her exam. The traditional usage above is considered more standard. David perused the magazine, absentmindedly fli...","The second text uses peruse in its traditional sense: to examine in detail. The detective carefully perused the newspaper, hoping to find a coded message hidden in the personal ads. The first text uses peruse in its nontraditional sense: to look through in a casual manner. The detective leisurely perused the newspaper, hoping to go unnoticed by the suspect during the stakeout. Most style guides recommend to use the traditional sense of the word peruse because it is considered more standard.",1606,260
mt0106,r001682,r001682,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,science-and-engineering-practices,924,0.3127705627705628,Identify independent and dependent variables,44,0.0,grade7,Designing experiments,Which of the following was an independent variable in this experiment?,the distance the footballs traveled | the air pressure in the footballs,1,"The passage below describes an experiment. Read the passage and think about the variables that are described.

Bryce noticed that some of the footballs his team used during practice were not fully inflated. He wondered whether fully inflated footballs would travel farther than footballs with a lower air pressure.
To find out, Bryce collected 20 standard footballs. He fully inflated ten of them to an air pressure of 13 pounds per square inch. He inflated the remaining ten to an air pressure of 10 pounds per square inch. Bryce used  to launch a ball across a football field. He measured the distance the football traveled and then launched the next ball. Bryce repeated this with all 20 balls.
Hint: An independent variable is a variable whose effect you are investigating. A dependent variable is a variable that you measure.
Figure: a football launcher.","Experiments have variables, or parts that change. You can design an experiment to find out how one variable affects another variable. For example, imagine that you want to find out if fertilizer affects the number of tomatoes a tomato plant grows. To answer this question, you decide to set up two equal groups of tomato plants. Then, you add fertilizer to the soil of the plants in one group but not in the other group. Later, you measure the effect of the fertilizer by counting the number of tomatoes on each plant. In this experiment, the amount of fertilizer added to the soil and the number of tomatoes were both variables. The amount of fertilizer added to the soil was an independent varia...",,2172,365
mt0107,r011570,r011570,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to sort and package proteins and other substances in a plant cell.,nucleus | cell wall | mitochondria | Golgi,3,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,"The Golgi sorts and packages proteins and other substances for the cell. The Golgi sends some of these substances to parts of the cell where they are needed. It sends other substances to the cell membrane, where they are released from the cell.",2770,459
mt0108,r001040,r001040,train,1,observed_reference,has_image=1 reference sample for calibration,,,,social science,geography,2956,0.0040595399188092,Read a map: cardinal directions,400,0.0,grade4,Maps,Which of these states is farthest south?,Louisiana | Michigan | Iowa | Kentucky,0,,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west. A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction. The north arrow points to the North Pole. On most maps, north is at the top of the map.","To find the answer, look at the compass rose. Look at which way the south arrow is pointing. Louisiana is farthest south.",556,95
mt0109,r002320,r002320,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Describe and construct conifer life cycles,21,0.4285714285714286,grade4,Plants,Complete the sentence. A seedling is ().,a young plant | a plant that makes seeds | a part of a seed,0,,"Conifers are plants that grow cones. Conifers use their cones to reproduce, or make new plants like themselves. How do conifers use their cones to reproduce? Conifers can grow male and female cones. Male cones make pollen, and female cones make eggs. Pollination is what happens when wind blows pollen from male cones onto female cones. After pollination, sperm from the pollen can combine with eggs. This is called fertilization. The fertilized eggs grow into seeds. The seeds can fall out of the cones and land on the ground. When a seed lands on the ground, it can germinate, or start to grow into a new plant.",A seedling is a young plant. A seedling will grow into an adult plant.,792,141
