annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0161,r012063,r012063,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,grammar,379,1.0,"Is the sentence simple, compound, complex, or compound-complex?",134,1.0,grade8,Phrases and clauses,"Which type of sentence is this? As Luca sat down on the rickety old chair, it abruptly collapsed beneath him.",simple | compound-complex | compound | complex,3,,"A clause is a group of words that contains both a subject and a predicate. An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence. the oranges on our tree are ripe The clause can stand alone. It is independent. after we pick up Kevin from work The clause cannot stand alone. It is dependent. A simple sentence is made up of a single independent clause. Ben and I spent all day relaxing by the pool. Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate. In the winter, Ben usually wears his heavy coat. Ben usually wea...","The sentence is complex. It is made up of an independent clause and a dependent clause. The dependent clause begins with the subordinating conjunction as. As Luca sat down on the rickety old chair, it abruptly collapsed beneath him.",2212,373
mt0162,r017803,r017803,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,Recall the source of an allusion,337,1.0,grade7,Literary devices,What is the source of the allusion in the sentence below? Christina told her friends that Devin was a typical Peter Pan type.,literature | a song,0,,"An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words. ""I'd better get home before I turn into a pumpkin!"" Lila remarked. Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.","The source of the allusion Peter Pan is literature. In a J. M. Barrie novel, the character Peter Pan retreats to Neverland and refuses to grow up. The allusion Peter Pan means a person who won't take on adult responsibilities.",843,144
mt0163,r007271,r007271,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,vocabulary,162,0.8518518518518519,What am I?,34,1.0,grade1,Comprehension strategies,Answer the riddle. I live on a farm. I may be black and white. You can get milk from me. What am I?,a cow | a turtle,0,,,A cow lives on a farm. A cow may be black and white. You can get milk from a cow.,205,47
mt0164,r006529,r006529,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,Recall the source of an allusion,337,1.0,grade7,Literary devices,What is the source of the allusion in the sentence below? Ling had her fifteen minutes when her video of kayaking with dolphins went viral.,modern history | a song,0,,"An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words. ""I'd better get home before I turn into a pumpkin!"" Lila remarked. Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.","The source of the allusion fifteen minutes is modern history. In a catalog that accompanied an exhibit of his work, pop artist Andy Warhol said, ""In the future, everybody will be world-famous for fifteen minutes,"" meaning that fame would be briefly available even to those who did nothing spectacular. The allusion fifteen minutes means a temporary moment of celebrity status.",1011,167
mt0165,r011879,r011879,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,Which kind of place has more restaurants?,a rural area | an urban area,1,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",Urban areas have more restaurants. There are more people and businesses in urban areas than in rural areas.,1157,216
mt0166,r002630,r002630,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,physics,3215,0.3150855365474339,Identify how particle motion affects temperature and pressure,277,0.0,grade8,Particle motion and energy,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,neither; the samples have the same temperature | sample B | sample A,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance. The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B. Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",1162,194
mt0167,r012116,r012116,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,wombat | barn owl | helmeted iguana | African bullfrog,3,,Amphibians have moist skin and begin their lives in water.,"An African bullfrog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water. A wombat is a mammal. It has fur and feeds its young milk. Wombats have strong claws on their front feet. They use their claws to dig underground holes called burrows. A barn owl is a bird. It has feathers, two wings, and a beak. Barn owls live on every continent except Antarctica. A helmeted iguana is a reptile. It has scaly, waterproof skin. Iguanas are a type of lizard. Iguanas eat plants and fruit.",711,126
mt0168,r013171,r013171,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,natural science,literacy-in-science,34,0.1470588235294118,Changes to Earth's surface: erosion,1,1.0,grade4,Rocks and minerals,"Complete the paragraph. Earth's surface is made mostly of rock. Water, wind, and ice can break down this rock to form ().",melted rock | loose pieces | bigger pieces,1,,,"Water, wind, and ice can break down rock into loose pieces. This breakdown of rock is called weathering. Here are some ways that weathering can happen. Water crashes into a rock. Over time, the rock starts breaking down into smaller pieces. Wind blows grains of sand into a rock. As the sand hits the rock, small pieces break off from the rock. Water flows into a crack in a rock. On a cold night, the water freezes to form ice. As the water freezes, it takes up more space. This makes the crack bigger. Over time, the crack becomes big enough to break the rock into smaller pieces.",755,136
mt0169,r002306,r002306,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,verbs,251,1.0,"Is the sentence in the past, present, or future tense?",251,1.0,grade2,Verb tense,Which tense does the sentence use? Dad will love your surprise gift!,future tense | past tense | present tense,0,,"Present tense verbs tell you about something that is happening now. Most present-tense verbs are regular. They have no ending, or they end in -s or -es. Two verbs are irregular in the present tense, to be and to have. You must remember their forms. Past tense verbs tell you about something that has already happened. Most past-tense verbs are regular. They end in -ed. Some verbs are irregular in the past tense. You must remember their past-tense forms. Future tense verbs tell you about something that is going to happen. All future-tense verbs use the word will. Present | Past | Future walk, walks | walked | will walk go, goes | went | will go","The sentence is in future tense. You can tell because it uses will before the main verb, love. The verb tells you about something that is going to happen.",922,164
mt0170,r005883,r005883,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,phonological-awareness,97,1.0,Which word does not rhyme?,97,1.0,grade1,Rhyming,Which word does not rhyme?,ham | hole | role,0,,Rhyming words are words that end with the same sound. The words tip and slip rhyme. They both end with the ip sound. The words lake and make rhyme. They both end with the ake sound. The words tip and lake don't rhyme. They end with different sounds.,The words hole and role rhyme. They both end with the ole sound. The word ham does not rhyme. It ends with a different sound.,427,81
mt0171,r013523,r013523,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,World War I: the road to peace,1,1.0,grade4,20th century American history,"From August to November 1918, the Allied powers won many battles. This was called the Hundred Days Offensive. What happened after the Hundred Days Offensive?",Russia joined the war again. | The United States Congress decided not to send any more soldiers to Europe. | Germany surrendered to the Allied powers. | The Allied powers started to lose a lot of battles.,2,,,"The Hundred Days Offensive was a turning point in World War I. In war, an offensive is a large attack. After the Hundred Days Offensive, Germany surrendered to the Allied powers. The war was over.",568,94
mt0172,r000690,r000690,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,social science,economics,682,0.563049853372434,Goods and services,79,1.0,grade3,Basic economic principles,Is a toaster a good or a service?,a service | a good,1,,"Everything you can buy is either a good or a service. A good is something you can touch or hold in your hands. For example, a hammer is a good. A service is a job you pay someone else to do. For example, cooking food in a restaurant is a service.","To decide whether a toaster is a good or a service, ask these questions: Is a toaster something you can touch? Yes. Is a toaster a job you might pay someone else to do? No. So, a toaster is a good.",503,104
mt0173,r011200,r011200,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body systems: circulation and respiration,3,1.0,grade4,Animals,Which job does the circulatory system do?,It brings oxygen to cells. | It breaks down food into small pieces.,0,,"To stay alive, animal cells must get water and oxygen. Animal cells also produce carbon dioxide, a waste that must be removed. An animal's respiratory and circulatory systems work together to do these jobs. An animal's respiratory system is made up of organs that work together to bring in oxygen gas from the environment. The respiratory system also removes carbon dioxide gas from the animal's body. Some animals have lungs to exchange oxygen and carbon dioxide with the air. Other animals have gills to exchange oxygen and carbon dioxide with water. An animal's circulatory system is made up of organs that work together to move blood through its body. The heart pumps blood through blood vesse...","The circulatory system brings oxygen, nutrients, and water to cells. It also helps remove carbon dioxide waste. The circulatory system does not break down food into small pieces. This job is done by the digestive system. After the digestive system breaks down food, blood vessels in the intestines absorb the nutrients from the food. The blood then carries the nutrients to cells throughout the body.",1485,243
mt0174,r013888,r013888,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The American Revolution: New British taxes,1,1.0,grade4,The American Revolution,"In the 1760s, smuggling was an important part of the colonial economy. What does smuggling mean?",stealing goods from foreign merchants | shipping goods secretly or illegally | producing metal from minerals and rocks | trading one good for another without the use of money,1,,,"Smuggling means shipping goods into or out of a place secretly or illegally. Why did the colonists smuggle? Smuggling was a way for the colonists to trade with anyone they wanted. British laws often said the colonies could only trade with Great Britain or British colonies. Smugglers ignored these laws and traded with other countries anyway. Smuggling was also a way for colonial merchants to avoid paying taxes. If the British tax collectors did not know a product was coming into the colonies, they had no way to tax it.",804,132
mt0175,r013221,r013221,validation,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,chemistry,1194,0.5510887772194305,Compare concentrations of solutions,295,0.0,grade6,Solutions,Which solution has a higher concentration of purple particles?,Solution B | Solution A | neither; their concentrations are the same,0,The diagram below is a model of two solutions. Each purple ball represents one particle of solute.,"A solution is made up of two or more substances that are completely mixed. In a solution, solute particles are mixed into a solvent. The solute cannot be separated from the solvent by a filter. For example, if you stir a spoonful of salt into a cup of water, the salt will mix into the water to make a saltwater solution. In this case, the salt is the solute. The water is the solvent. The concentration of a solute in a solution is a measure of the ratio of solute to solvent. Concentration can be described in terms of particles of solute per volume of solvent. concentration = particles of solute / volume of solvent","In Solution A and Solution B, the purple particles represent the solute. To figure out which solution has a higher concentration of purple particles, look at both the number of purple particles and the volume of the solvent in each container. Use the concentration formula to find the number of purple particles per milliliter. Solution B has more purple particles per milliliter. So, Solution B has a higher concentration of purple particles.",1300,223
mt0176,r018829,r018829,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Reconstruction,1,1.0,grade5,The Civil War and Reconstruction,The time period after the Civil War is usually called Reconstruction. What does it mean to reconstruct something?,to criticize something | to destroy something | to forget something entirely | to build something again,3,,,"The prefix re- means ""again."" The word construct means ""to build."" So, reconstruct means ""to build something again."" The Confederate States were in the South. The border states were Southern states that did not join the Confederacy. In 1861, the Civil War started when 11 Southern states seceded, or withdrew from the country. The seceded states tried to form a new country called the Confederate States of America. In 1865, the Confederate states lost the Civil War. During Reconstruction, Americans debated how to bring the Confederate states back into the United States' political and economic systems.",832,128
mt0177,r016027,r016027,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the fish.,robin | giraffe | catfish | tiger salamander,2,,"Fish live underwater. They have fins, not limbs.","A robin is a bird. It has feathers, two wings, and a beak. A robin is a songbird. It sings different songs at different times of the day. A catfish is a fish. It lives underwater. It has fins, not limbs. Unlike most other fish, catfish do not have scales! They have slimy skin. A giraffe is a mammal. It has hair and feeds its young milk. Giraffes eat mostly leaves that are too high up for other animals to reach. A tiger salamander is an amphibian. It has moist skin and begins its life in water. Tiger salamanders often live in underground burrows.",670,120
mt0178,r003518,r003518,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,biology,4098,0.486822840409956,Animal adaptations: feet and limbs,161,0.0,grade4,Adaptations,"Which animal's feet are also adapted for walking on large, floating leaves?",wattled jacana | New Zealand falcon,0,"Bronze-winged jacanas live near rivers and lakes. They eat insects and snails that live on plants floating on the surface of the water.
The feet of the jacana are adapted for walking on large, floating leaves. The jacana uses its feet to spread its weight out over a wide area. This helps the bird walk on the leaves without sinking into the water.
Figure: bronze-winged jacana.","An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors. The shape of an animal's feet is one example of an adaptation. Animals' feet can be adapted in different ways. For example, webbed feet might help an animal swim. Feet with thick fur might help an animal walk on cold, snowy ground.","Look at the picture of the bronze-winged jacana. The bronze-winged jacana uses its toes to spread its weight out over a large area. This can help it walk on leaves without sinking into the water. Now look at each animal. Figure out which animal has a similar adaptation. The wattled jacana has long, thin toes on its feet. Its feet are adapted for walking on floating leaves. The New Zealand falcon has medium-sized toes with sharp claws. Its feet are not adapted for walking on floating leaves. The New Zealand falcon uses its feet to grab prey.",1410,243
mt0179,r020262,r020262,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body parts and their functions,10,1.0,grade2,Animals,Which body part lets you think?,brain | muscles | heart,0,,,,61,9
mt0180,r003407,r003407,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the mammal.,penguin | keel-billed toucan | American bullfrog | koala,3,,Mammals have hair or fur and feed their young milk.,"A koala is a mammal. It has fur and feeds its young milk. Koalas sleep for up to 20 hours a day! A penguin is a bird. It has feathers, two wings, and a beak. Penguins live near water. Penguins cannot fly! They use their wings to swim. A keel-billed toucan is a bird. It has feathers, two wings, and a beak. Toucans have large beaks. A toucan's beak can be half as long as its body. An American bullfrog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water.",680,127
mt0181,r007420,r007420,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the mammal.,Banggai cardinalfish | green moray eel | rabbit | arroyo toad,2,,Mammals have hair or fur and feed their young milk.,"A green moray eel is a fish. It lives underwater. It has fins, not limbs. Eels are long and thin. They may have small fins. They look like snakes, but they are fish! An arroyo toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A rabbit is a mammal. It has fur and feeds its young milk. Rabbits live underground in burrows. A group of rabbit burrows is called a warren. A Banggai cardinalfish is a fish. It lives underwater. It has fins, not limbs. Cardinalfish often live near coral reefs. They are nocturnal, which means that they are active mostly at night.",775,139
mt0182,r021093,r021093,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,"Classify the figure of speech: euphemism, hyperbole, oxymoron, paradox",94,1.0,grade12,Literary devices,"Which figure of speech is used in this text? Although Fred hasn't worked in years, his mother prefers to say that he's between jobs right now.",paradox | euphemism,1,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. A euphemism is a polite or indirect expression that is used to de-emphasize an unpleasant topic. The head of Human Resources would never refer to firing people, only to laying them off. Hyperbole is an obvious exaggeration that is not meant to be taken literally. I ate so much that I think I might explode! An oxymoron is a joining of two seemingly contradictory terms. Some reviewers are calling this book a new classic. A paradox is a statement that might at first appear to be contradictory, but that may in fact contain some truth. Always expect the unexpected.","The text uses a euphemism, a polite or indirect expression that is used to de-emphasize an unpleasant topic. Between jobs is an indirect way of saying unemployed.",1026,176
mt0183,r009208,r009208,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,writing-strategies,1650,0.9157575757575758,Classify logical fallacies,373,1.0,grade9,Developing and supporting arguments,Which logical fallacy is used in the text? The thing that makes Carson stand out as a remarkable cellist is that he's a marvelous musician who plays the cello splendidly.,"circular reasoning: an argument that supports a claim with the claim itself | bandwagon fallacy: the assumption that the popular choice is automatically correct | ad hominem: an attack against the person making the argument, rather than the argument itself",0,,"A strong argument uses valid reasoning and logic in support of a claim. When an argument or claim introduces irrelevant information or misrepresents the issues at hand, it may be committing a logical fallacy. Logical fallacies can hurt a writer's credibility and can lead readers to draw false conclusions. A logical fallacy may present irrelevant information: Fallacy | Description ad hominem | an attack against the person making the argument, rather than the argument itself appeal to nature | an argument that assumes the natural choice is always the best choice bandwagon fallacy | an argument that assumes the popular choice is always the best choice circular reasoning | an argument that su...","The text argues that Carson is a remarkable cellist because he plays the cello well. However, the ""evidence"" is just a restatement of the claim itself. This illustrates a type of logical fallacy known as circular reasoning.",2064,331
mt0184,r013038,r013038,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Identify inherited and acquired traits,280,1.0,grade4,Traits and heredity,Is the following trait inherited or acquired? Jerry has five toes on each foot.,inherited | acquired,0,Hint: Jerry was born with five toes on each foot.,"Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways. Inherited traits are passed down through families. Children gain these traits from their parents. Inherited traits do not need to be learned. Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Children do not inherit their parents' acquired traits.","Most humans are born with five toes on each foot. So, having five toes is an inherited trait.",769,123
mt0185,r014924,r014924,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to use energy from sunlight to make sugar in a plant cell.,chromosomes | chloroplasts | cell membrane | vacuole,1,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,"Chloroplasts use photosynthesis to make sugar. First, chloroplasts capture energy from sunlight. Then, they use this energy to turn water and carbon dioxide gas into sugar, the plant cell's food. A plant cell may have many chloroplasts. Chloroplasts contain a green substance called chlorophyll.",2823,460
