annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0236,r015063,r015063,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,punctuation,514,1.0,Greetings and closings of letters,288,1.0,grade3,Formatting,Which closing is correct for a letter?,"Yours truly,
Laura | Yours Truly,
Laura",0,,"A letter starts with a greeting and ends with a closing. For each one, capitalize the first word and end with a comma. You should also capitalize proper nouns, such as Aunt Sue. Dear Aunt Sue, I'm glad you could come to my party, and thank you for the birthday gift. I could not have asked for a better one! Every time I see it, I think of you. With love, Rory","The first closing is correct: Its first word is capitalized, and it ends with a comma.",534,99
mt0237,r018743,r018743,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The Louisiana Purchase,2,0.5,grade4,Early 19th century American history,"Before the Louisiana Purchase, what was the western boundary of the United States?",the Pacific Ocean | the Mississippi River | the Rocky Mountains | the Missouri River,1,,,"Before the Louisiana Purchase, the western boundary of the United States was the Mississippi River. The old boundaries had been set in 1783, at the end of the Revolutionary War. In the Treaty of Paris, Britain gave the United States control of the western land south of the Great Lakes. The United States in 1783 stretched from the Atlantic Ocean to the Mississippi River.",549,89
mt0238,r000723,r000723,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Genetics vocabulary: dominant and recessive,205,1.0,grade8,Genes to traits,"Based on this information, what is Erin's phenotype for the Huntington's disease trait?",not having Huntington's disease | having Huntington's disease,1,"This passage describes the Huntington's disease trait in humans:

In a group of humans, some individuals have Huntington's disease and others do not. In this group, the gene for the Huntington's disease trait has two alleles. The allele for having Huntington's disease (H) is dominant over the allele for not having Huntington's disease (h).
Erin is a human from this group. Erin has the homozygous genotype HH for the Huntington's disease gene.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait. For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inh...","Erin's genotype for the Huntington's disease gene is HH. Erin's genotype of HH has only H allelles. The H allele is for having Huntington's disease. So, Erin's phenotype for the Huntington's disease trait must be having Huntington's disease. To check this answer, consider whether Erin's alleles are dominant or recessive. The allele for having Huntington's disease (H) is dominant over the allele for not having Huntington's disease (h). This means H is a dominant allele, and h is a recessive allele. Erin's genotype of HH has two dominant alleles. An organism with at least one dominant allele for a gene will have the dominant allele's version of the trait. So, Erin's phenotype for the Huntin...",4014,682
mt0239,r011593,r011593,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to break down sugar to release energy that a plant cell can use.,endoplasmic reticulum | chloroplasts | mitochondria | vacuole,2,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,Mitochondria break down sugar to release energy that the cell can use. Plant and animal cells usually have many mitochondria.,2668,437
mt0240,r010049,r010049,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the reptile.,mandarinfish | bull shark | leaf-tailed gecko | eastern newt,2,,"Reptiles have scaly, waterproof skin. Most reptiles live on land.","A leaf-tailed gecko is a reptile. It has scaly, waterproof skin. Many geckos have special pads on their toes. The pads help them climb up plants and rocks. A bull shark is a fish. It lives underwater. It has fins, not limbs. Bull sharks can live in both fresh and salt water. They are found in rivers and in shallow parts of the ocean. A mandarinfish is a fish. It lives underwater. It has fins, not limbs. Mandarinfish often live near coral reefs. They eat small worms, snails, and fish eggs. An eastern newt is an amphibian. It has moist skin and begins its life in water. Some newts live in water. Other newts live on land but lay their eggs in water.",809,143
mt0241,r016978,r016978,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,World War I: events of the war,1,1.0,grade4,20th century American history,"When World War I first started, what did many people believe?",It would be one of the longest wars in history. | The war would be the first of two world wars. | The war would lead to the death of millions of Germans. | The war would be over quickly.,3,,,"World War I started in the summer of 1914. The two main sides of World War I were the Allied powers and Central powers. The table below shows the most important countries on each side at the beginning of the war. Originally, many people believed that the war would be over quickly. The people on each side believed that their armies could win the war easily. One popular saying during the time was that the war would be ""over by Christmas."" The Allied powers and Central powers were almost equally matched in resources and strength. Both sides used modern weapons and technology. Because of the matched resources and new technology, World War I was deadlier than past wars. It ended up lasting fou...",968,173
mt0242,r005204,r005204,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the reptile.,cane toad | ocean sunfish | western gorilla | cobra,3,,"Reptiles have scaly, waterproof skin. Most reptiles live on land.","A western gorilla is a mammal. It has fur and feeds its young milk. Gorillas live in groups called troops. The largest male in the troop is usually the leader. An ocean sunfish is a fish. It lives underwater. It has fins, not limbs. Ocean sunfish have a flat body and wide fins. They sometimes swim to the ocean's surface to rest in the sun. A cobra is a reptile. It has scaly, waterproof skin. Most cobras have a wide, flat hood below their head. A cobra can display its hood to scare away a predator. A cane toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole.",781,142
mt0243,r020740,r020740,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,"In which place are cows, horses, and other livestock more common?",a rural area | a suburban area,0,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...","Cows, horses, and other livestock are more common in rural areas. They need a lot of open space. Rural areas have a lot of open space. There aren't many buildings or people.",1249,234
mt0244,r018186,r018186,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,grammar,379,1.0,"Is the sentence simple, compound, or complex?",131,1.0,grade6,"Sentences, fragments, and run-ons",Which is a complex sentence?,"In June, Gabrielle and Jon will graduate with honors from Millersburg High School. | If we hike Bright Angel Trail in the Grand Canyon, we won't see Mooney Falls.",1,,"A clause is a group of words that contains both a subject and a predicate. An independent clause is a complete thought. It can stand alone as a sentence. A dependent clause is not a complete thought. It cannot stand alone as a sentence. the oranges on our tree are ripe The clause can stand alone. It is independent. after we pick up Kevin from work The clause cannot stand alone. It is dependent. A simple sentence is made up of a single independent clause. Ben and I spent all day relaxing by the pool. Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate. In the winter, Ben usually wears his heavy coat. Ben usually wears his heavy coat in the ...","The first sentence is the complex sentence. It is made up of an independent clause and a dependent clause. The dependent clause begins with the subordinating conjunction if. If we hike Bright Angel Trail in the Grand Canyon, we won't see Mooney Falls.",1671,292
mt0245,r012267,r012267,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body systems: digestion,3,1.0,grade5,Animals,Which job does the digestive system do?,helps cells get energy from food | helps make food,0,,"All organisms need food. Food gives organisms the energy they need to survive. Animals get their food by eating other organisms. An animal's digestive system breaks down food into small particles of fat, protein, sugar, and other nutrients. The blood carries these small particles to cells throughout the animal's body. Inside cells, nutrient particles can be broken down to release energy. Cells need energy to do their jobs. A cell's job might include sending signals to other cells, rearranging chemicals to make new substances, or moving substances from place to place. Cells also use nutrient particles as building materials. Cells use building materials to help the animal grow and to replac...",The digestive system breaks down food into small particles of nutrients. Cells can get energy and building materials from these small particles. The digestive system does not help make food. Animals cannot make food inside their bodies. They must eat other organisms.,1079,171
mt0246,r011090,r011090,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Genetics vocabulary: dominant and recessive,205,1.0,grade7,Genes to traits,"Based on this information, what is Cupcake's phenotype for the eye color trait?",brown eyes | red eyes,0,"In a group of guinea pigs, some individuals have brown eyes and others have red eyes. In this group, the gene for the eye color trait has two alleles. The allele for brown eyes (E) is dominant over the allele for red eyes (e).
Cupcake is a guinea pig from this group. Cupcake has the homozygous genotype EE for the eye color gene.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait. For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inh...","Cupcake's genotype for the eye color gene is EE. Cupcake's genotype of EE has only E allelles. The E allele is for brown eyes. So, Cupcake's phenotype for the eye color trait must be brown eyes. To check this answer, consider whether Cupcake's alleles are dominant or recessive. The allele for brown eyes (E) is dominant over the allele for red eyes (e). This means E is a dominant allele, and e is a recessive allele. Cupcake's genotype of EE has two dominant alleles. An organism with at least one dominant allele for a gene will have the dominant allele's version of the trait. So, Cupcake's phenotype for the eye color trait must be brown eyes.",3745,664
mt0247,r015933,r015933,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body parts and their functions,10,1.0,grade2,Animals,Which body part stores memories?,skeleton | brain | lungs,1,,,,63,8
mt0248,r018900,r018900,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Describe and construct conifer life cycles,21,0.4285714285714286,grade4,Plants,Which part of a conifer makes seeds?,the needles | the cones | the roots,1,,"Conifers are plants that grow cones. Conifers use their cones to reproduce, or make new plants like themselves. How do conifers use their cones to reproduce? Conifers can grow male and female cones. Male cones make pollen, and female cones make eggs. Pollination is what happens when wind blows pollen from male cones onto female cones. After pollination, sperm from the pollen can combine with eggs. This is called fertilization. The fertilized eggs grow into seeds. The seeds can fall out of the cones and land on the ground. When a seed lands on the ground, it can germinate, or start to grow into a new plant.",Conifers use their cones to make seeds. Seeds grow inside the female cones. Many conifers have thin pointed leaves called needles. The needles make most of the conifer's food. Needles do not make seeds. Roots take in water and nutrients from the soil. They do not make seeds.,969,168
mt0249,r013992,r013992,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Inherited and acquired traits: use evidence to support a statement,585,1.0,grade4,Traits and heredity,What information supports the conclusion that Evan acquired this trait?,Evan is most interested in American history. | Evan learned history by reading.,1,"Read the description of a trait.
Evan knows a lot about history.","Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways. Inherited traits are passed down through families. Children gain these traits from their parents. Inherited traits do not need to be learned. Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment.",,685,105
mt0250,r008085,r008085,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the fish.,seahorse | green iguana | green tree frog | bottlenose dolphin,0,,"Fish live underwater. They have fins, not limbs.","A green tree frog is an amphibian. It has moist skin and begins its life in water. There are many kinds of tree frogs. Most tree frogs are very small. They can walk on thin branches. A green iguana is a reptile. It has scaly, waterproof skin. Iguanas are a type of lizard. Iguanas eat plants and fruit. A seahorse is a fish. It lives underwater. It has fins, not limbs. Seahorses live in shallow, warm water. They can use their tails to hold on to plants. A bottlenose dolphin is a mammal. It has hair and feeds its young milk. Dolphins may look like sharks or other fish, but they are mammals! When a baby dolphin is born, it has hair around its jaw. This hair falls out as the dolphin grows.",830,152
mt0251,r016398,r016398,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,In which place would you usually find more businesses?,a suburban area | a rural area,0,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",Suburban areas have more businesses. Businesses need customers. There are more people in suburban areas than in rural areas.,1189,219
mt0252,r004707,r004707,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Thurgood Marshall,1,1.0,grade2,Historical figures,What is Thurgood Marshall best known for?,leading civil rights marches in the South | becoming the first African American member of Congress | being the first African American justice on the Supreme Court | helping enslaved people in the South escape to freedom,2,,,Thurgood Marshall was the first African American justice on the Supreme Court. He was the 96 th person to become a Supreme Court judge.,406,65
mt0253,r021078,r021078,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,punctuation,514,1.0,"Is the sentence declarative, interrogative, imperative, or exclamatory?",202,1.0,grade9,"Sentences, fragments, and run-ons",What kind of sentence is this? I never thought I'd enjoy the opera so much!,exclamatory | declarative | interrogative,0,,"There are four kinds of sentences. A declarative sentence is a statement and always ends with a period. The nurse told Mr. Abrams to roll up his sleeve so that she could check his blood pressure. An imperative sentence makes a request or a demand and usually ends with a period. If a demand shows strong feeling, it can end with an exclamation point. For this assignment, use references to support your claims. Don't drive so quickly in the construction zone! An interrogative sentence asks a question and always ends with a question mark. Given the recent critiques of her new strategic plan, do you think the CEO will reconsider the company's direction? An exclamatory sentence is a statement th...",The sentence is a statement that shows surprise and ends with an exclamation point. It is an exclamatory sentence.,1078,179
mt0254,r005081,r005081,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Identify vertebrates and invertebrates,109,1.0,grade5,Classification,Select the vertebrate.,barrel jellyfish | redback spider | sea turtle | monarch butterfly,2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.","Vertebrates and invertebrates are both groups of animals. A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange. An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A monarch butterfly is an insect. Like other insects, a monarch butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton. Like other spiders, a redback spider is an invertebrate. It does not have a backbone. It has an exoskeleton. A sea turtle is a reptile. Like other reptiles, a sea turtle is a vertebrate. It has a backbone. Like other jellyfishes, a barrel jellyfish is an invertebrate. It does not have a backbone. It has a soft body.",1115,181
mt0255,r018792,r018792,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade4,Reference skills,Which word would you find on a dictionary page with the following guide words? vain - vinegar,very | voyage,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since very is between the guide words vain - vinegar, it would be found on that page.",793,146
mt0256,r000888,r000888,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body parts and their functions,10,1.0,grade2,Animals,Which body part breaks down food?,stomach | brain | skeleton,0,,,,66,9
mt0257,r011440,r011440,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Radical Reconstruction,1,1.0,grade7,Reconstruction,The time period after the Civil War is usually called Reconstruction (1865–1877). What does it mean to reconstruct something?,to analyze something | to forget something entirely | to build something again | to destroy something,2,,,"The prefix re- means ""again."" The word construct means ""to build."" So, reconstruct means ""to build something again."" After the war, the Confederate states rejoined the Union states. The border states were Southern states that had never seceded. In 1861, the Civil War started when 11 Southern states seceded, or withdrew from the country. The seceded states tried to form a new country called the Confederate States of America. The two sides of the war, the Confederacy and the Union, fought for over four years. The Confederate states lost the war in 1865. During Reconstruction, Americans debated what to do with the former Confederate states.",882,138
mt0258,r020049,r020049,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify functions of animal cell parts,9,1.0,grade4,Cells,Select the part that fills most of the space inside an animal cell.,vacuoles | cytoplasm | chromosomes,1,,"The cell membrane controls which substances enter and leave the cell. The cell membrane also protects the cell from the outside environment. The cytoplasm is made up of a thick liquid that fills the space inside the cell membrane. The cytoplasm supports the other cell parts and holds them in place. Many important chemical reactions happen in the cytoplasm. The mitochondria break down sugar to release energy that the cell can use. The vacuoles store nutrients, such as sugar, in the cell. Vacuoles also store water and waste. The nucleus directs cell activities. It does this by sending instructions to different parts of the cell. The chromosomes contain the information that the cell uses for...",The cytoplasm is made up of a thick liquid that fills the space between the cell membrane and the nucleus. The thick liquid is made mostly of water. It also includes other important chemicals and cell parts. The cytoplasm holds the cell's structures in place and protects them from being damaged.,1194,196
mt0259,r004130,r004130,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,grass frog | arroyo toad | penguin | coral snake,2,,"Birds have feathers, two wings, and a beak.","A coral snake is a reptile. It has scaly, waterproof skin. Coral snakes spend most of their time underground or hiding under leaves. A grass frog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water. An arroyo toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A penguin is a bird. It has feathers, two wings, and a beak. Penguins live near water. Penguins cannot fly! They use their wings to swim.",679,124
