annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0327,r019045,r019045,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the reptile.,green frog | olive toad | Nile crocodile | salmon,2,,"Reptiles have scaly, waterproof skin. Most reptiles live on land.","An olive toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A green frog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water. A salmon is a fish. It lives underwater. It has fins, not limbs. Unlike most other fish, salmon can live in both fresh water and salt water. A Nile crocodile is a reptile. It has scaly, waterproof skin. Crocodiles hunt their prey in or near water.",681,123
mt0328,r019240,r019240,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The Great Depression: part II,1,1.0,grade4,20th century American history,Where were the effects of the Great Depression felt?,The Great Depression was felt only in the Western Hemisphere. | The Great Depression only affected the United States. | The Great Depression's impact was limited to North American countries. | The Great Depression affected countries around the world.,3,,,"The Great Depression affected countries around the world. But some were hit harder than others. Many historians think the effects of the Great Depression were worst in the United States. There, the Depression lasted for more than ten years. In some other countries, the Depression was much shorter. In Sweden and Germany, for example, the Great Depression ended by 1936. Other countries, like Japan and the Soviet Union, were not strongly affected by the Great Depression.",785,121
mt0329,r016411,r016411,validation,1,observed_reference,has_image=1 reference sample for calibration,,,,social science,geography,2956,0.0040595399188092,Identify state capitals of the Midwest,297,0.0,grade5,State capitals,What is the capital of South Dakota?,Jefferson City | Pierre | Cambridge | Madison,1,,,Pierre is the capital of South Dakota.,130,19
mt0330,r002493,r002493,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,science-and-engineering-practices,924,0.3127705627705628,Evaluate tests of engineering-design solutions,278,0.0,grade6,Engineering practices,Which of the following could John's test show?,how well the weather station would work when it was windy | if the weather station would work when the temperature was 50°C,1,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design.
The passage below describes how the engineering-design process was used to test a solution to a problem. Read the passage. Then answer the question below.

John was a mechanical engineer who was designing  to record temperature, precipitation, and wind speed. The weather station would be used in a town where the highest recorded temperature was 40°C. John wanted to make sure the weather station would work even in unusually warm weather.
So, he set an indoor test chamber to 50°C with low moisture and no wind. He left the weather station in the chamber overnight. The next day, he checked to see if the weather station displayed accurate measurements after 24 hours at 50°C.
Figure: a weather station.","People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured. Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves. First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test de...",,2153,374
mt0331,r002152,r002152,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,units-and-measurement,870,1.0,Choose units of time,97,1.0,grade3,Units and measurement,How long does it take to blow your nose?,4 seconds | 4 hours,0,Select the better estimate.,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means. Imagine being told that the bus leaves in 7. You might be thinking, 7 what? Does the bus leave in 7 minutes? 7 seconds? The number 7 on its own does not give you much information about when the bus is leaving. That is because the units are missing. Time is usually measured in units of seconds, minutes, or hours. It takes about 1 second to sneeze and 1 minute to get dressed in the morning. It takes about 1 hour to bake a pie in the oven. There are 60 seconds in 1 minute. So, 1 second is much less than 1 minute. There are 60 minutes in 1 hour. So, 1 minute is much l...",The better estimate for how long it takes to blow your nose is 4 seconds. 4 hours is too slow.,902,180
mt0332,r002419,r002419,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,porcupinefish | keel-billed toucan | red-spotted newt | harbor seal,1,,"Birds have feathers, two wings, and a beak.","A keel-billed toucan is a bird. It has feathers, two wings, and a beak. Toucans have large beaks. A toucan's beak can be half as long as its body. A porcupinefish is a fish. It lives underwater. It has fins, not limbs. Porcupinefish can puff up their bodies with air or water to scare off predators. A harbor seal is a mammal. It has fur and feeds its young milk. Seals have flippers instead of arms! They use their flippers to swim underwater or to crawl on the beach. A red-spotted newt is an amphibian. It has moist skin and begins its life in water. Some newts live in water. Other newts live on land but lay their eggs in water.",770,139
mt0333,r017529,r017529,test,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,physics,3215,0.3150855365474339,Compare thermal energy transfers,115,0.0,grade7,Thermal energy,"During this time, thermal energy was transferred from () to ().",each refrigerator . . . the surroundings | the surroundings . . . each refrigerator,1,"Two identical refrigerators in a restaurant kitchen lost power. The door of one fridge was slightly open, and the door of the other fridge was closed. This table shows how the temperature of each refrigerator changed over 10minutes.","A change in an object's temperature indicates a change in the object's thermal energy: An increase in temperature shows that the object's thermal energy increased. So, thermal energy was transferred into the object from its surroundings. A decrease in temperature shows that the object's thermal energy decreased. So, thermal energy was transferred out of the object to its surroundings.","The temperature of each refrigerator increased, which means that the thermal energy of each refrigerator increased. So, thermal energy was transferred from the surroundings to each refrigerator.",968,149
mt0334,r018594,r018594,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,social science,economics,682,0.563049853372434,Banks,1,1.0,grade4,Banking and finance,Select a reason you might choose to keep your money in a bank account.,You want to protect the money in a safe place. | You want to keep your money in a place where you can see it all the time.,0,"Banks offer services that have to do with money. For example, banks offer accounts that you can keep your money in. When you put money in a bank account, you trust the bank to look after the money.",,,396,79
mt0335,r013719,r013719,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,How do plants make food?,1,1.0,grade5,Plants,What is the name of the process plants use to make food?,germination | photosynthesis | pollination,1,,"Like all living things, plants need food to survive. Plants can make their own food. How do plants make food? Plants use a process called photosynthesis to make sugar. They use this sugar as food. For photosynthesis, a plant needs water, carbon dioxide, and energy from light. Most plants use energy from sunlight. The plant uses its roots to take in water. It uses its leaves to take in carbon dioxide from the air. During photosynthesis, chlorophyll in the plant's leaves traps energy from sunlight. The plant uses this energy to turn water and carbon dioxide into sugar. It then releases oxygen into the air as a waste product. The plant gets the energy it needs to live from the sugar.",,796,136
mt0336,r020958,r020958,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade3,Reference skills,Would you find the word won on a dictionary page with the following guide words? white - win,no | yes,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since won is not between the guide words white - win, it would not be found on that page.",791,149
mt0337,r020241,r020241,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,reading-comprehension,84,0.4523809523809523,Identify elements of poetry,38,1.0,grade4,Poetry elements,Choose the poem that uses end rhyme.,"Brown and furry
Caterpillar in a hurry,
Take your walk
To the shady leaf, or stalk,
Or what not,
Which may be the chosen spot. | The Sandman comes pattering across the Bay:
His hair is silver,
His footstep soft.
The moon shines on his silver hair,
On his quick feet.",0,"From Hilda Conkling, ""The Champlain Sandman"" and from Christina Rossetti, ""Caterpillar""","Poetry is a special kind of writing. It has many elements that make it different from ordinary writing. Knowing these elements can help you talk about poetry, understand it better, and enjoy it more. A poem rhymes when it has a pattern of words that end in the same sound. End rhyme is when the rhymes appear at the end of a poem's lines. Little Betty Blue, Lost her holiday shoe. —From Mother Goose Internal rhyme is when at least one of the rhyming words appears inside the poem's lines. Sweet dreams of pleasant streams. —From William Blake, ""A Cradle Song"" Rhythm is the pattern of strong and weak syllables, or stress, in a poem. You can recognize rhythm in a poem by listening to how it soun...",This poem uses end rhyme. Its rhymes come at the end of its lines. Which may be the chosen spot.,2751,473
mt0338,r011795,r011795,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,Early Chinese thought,1,1.0,grade7,Early China,"Ancient China was ruled by dynasties. A dynasty is a line of rulers from the same family, which i often called the royal family. Starting in 1046 BCE, rulers from the Zhou (pronounced JO) dynasty claimed to have something called the Mandate of Heaven. A mandate is the authority to act in a certain way. What did it mean to have the Mandate of Heaven?",Heaven made the ruler rich. | Heaven gave the ruler the authority to rule. | Heaven required the ruler to pray every day. | Heaven allowed the ruler to act however he wanted.,1,,,"When a person has a mandate, it means that he or she is allowed to act in a certain way. In ancient China, the Mandate of Heaven meant that a ruler had special authority to rule, and that authority came from heaven. The Mandate of Heaven gave a ruler permission to act in a certain way, so the ruler was not allowed to act however he wanted. The Mandate of Heaven did not force the ruler to pray or make the ruler rich. What did ""heaven"" mean in ancient China? People in ancient China did not think heaven was a place where people went after they died. Instead, heaven was a general force, like the universe or cosmos.",1154,213
mt0339,r016914,r016914,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,world-history,65,0.1846153846153846,World War I: the war begins,1,1.0,grade4,20th century American history,Complete the text. There were two main sides in World War I. One side was called the () and the other was called the ().,Axis powers . . . Allied powers | Central powers . . . Axis powers | Allied powers . . . Central powers | Allied powers . . . Triple Entente,2,,,There were two main sides in World War I. One side was called the Allied powers and the other was called the Central powers. Sometimes the Allied powers are also called the Allies or the Triple Entente. Some countries fought against the Central powers but were not a part of the official Allied powers. They were called the Associated powers.,613,113
mt0340,r012330,r012330,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,biology,4098,0.486822840409956,Animal adaptations: skins and body coverings,170,0.0,grade4,Adaptations,Which animal is also adapted to be camouflaged in a sandy desert?,bearded dragon | scarlet snake,0,"Camels live in dry places such as deserts. The  is adapted to be camouflaged in a sandy desert.
Figure: camel.","An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors. The color, texture, and covering of an animal's skin are examples of adaptations. Animals' skins can be adapted in different ways. For example, skin with thick fur might help an animal stay warm. Skin with sharp spines might help an animal defend itself against predators.","Look at the picture of the camel. The camel has sand-colored fur covering its skin. It is adapted to be camouflaged in a sandy desert. The word camouflage means to blend in. Now look at each animal. Figure out which animal has a similar adaptation. The bearded dragon has a sand-colored body. It is adapted to be camouflaged in a sandy desert. The scarlet snake has red, black, and white rings on its body. It is not adapted to be camouflaged in a sandy desert.",1083,187
mt0341,r009521,r009521,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,"In which kind of place are buses, trains, and subways more common?",an urban area | a suburban area,0,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...","Buses, trains, and subways are more common in urban areas. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic.",1261,236
mt0342,r010688,r010688,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,George Washington Carver,1,1.0,grade3,Historical figures,When was George Washington Carver born?,the 1920s | the 1810s | the 1860s | the 1770s,2,,,"George Washington Carver was born sometime between 1861 and 1865, during the Civil War. Historians do not know his exact birth date. George Washington Carver was born on a farm in Missouri. He was born into slavery, but he became free at a young age. Slavery was banned in the United States a few months after the Civil War.",419,73
mt0343,r001049,r001049,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,punctuation,514,1.0,Greetings and closings of letters,288,1.0,grade3,Formatting,Which greeting is correct for a letter?,"Dear Mr. keller, | Dear Mr. Keller,",1,,"A letter starts with a greeting and ends with a closing. For each one, capitalize the first word and end with a comma. You should also capitalize proper nouns, such as Aunt Sue. Dear Aunt Sue, I'm glad you could come to my party, and thank you for the birthday gift. I could not have asked for a better one! Every time I see it, I think of you. With love, Rory","The first greeting is correct: Its first word is capitalized, and it ends with a comma. Mr. Keller is capitalized because it is a proper noun.",585,111
mt0344,r012637,r012637,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Inherited and acquired traits: use evidence to support a statement,585,1.0,grade6,Genes to traits,What information supports the conclusion that Lester acquired this trait?,Lester can cook food over a fire. | Lester learned how to build a fire at summer camp.,1,"Read the description of a trait.
Lester knows how to build a fire.","Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways. Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned. Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits...",,955,148
mt0345,r006528,r006528,train,1,observed_reference,has_image=1 reference sample for calibration,,,,natural science,biology,4098,0.486822840409956,Describe ecosystems,238,0.0,grade3,Ecosystems,Which better describes the Kaeng Krachan National Park ecosystem?,It has year-round rain. It also has soil that is poor in nutrients. | It has soil that is poor in nutrients. It also has only a few types of organisms.,0,"Figure: Kaeng Krachan National Park.
Kaeng Krachan National Park is a tropical rain forest ecosystem in western Thailand.","An ecosystem is formed when living and nonliving things interact in an environment. There are many types of ecosystems. Here are some ways in which ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","A tropical rain forest is a type of ecosystem. Tropical rain forests have the following features: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. So, Kaeng Krachan National Park has year-round rain. It also has soil that is poor in nutrients.",927,155
mt0346,r013608,r013608,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Introduction to adaptations,4,1.0,grade2,Traits,Which of the following is a trait of a living thing?,the way the living thing acts | how much water is in the living thing's habitat | how much sunshine the living thing gets,0,,A trait is the way a living thing looks or acts. A habitat is the place where a living thing grows or lives. An adaptation is a trait that helps a living thing stay alive in its habitat.,,368,71
mt0347,r008824,r008824,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Compare plant and animal cells,5,1.0,grade4,Cells,Which of the following parts does an animal cell have?,cytoplasm | cell wall,0,,"Plant and animal cells have many parts in common, but not all. This table shows some of their similarities and differences. Cell part | Plant cell | Animal cell cell wall | yes | no cell membrane | yes | yes cytoplasm | yes | yes mitochondria | yes | yes vacuole | yes | yes chloroplasts | yes | no nucleus | yes | yes chromosomes | yes | yes Think about how plant and animal cells are different: Plant cells have a cell wall, but animal cells do not. The cell wall helps plant cells keep a fixed shape. Most animal cells do not have a fixed shape. Plant cells have chloroplasts, but animal cells do not. Chloroplasts make sugar that plants cells can use as food. Animal cells cannot make their ow...",,787,149
mt0348,r008113,r008113,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,Interpret figures of speech,257,1.0,grade9,Literary devices,"What does the allusion in this text suggest? With the gutters clogged and water rising in the streets, Julie, who was watching the storm from her window, commented, ""We're going to need an ark to get out of here.""",Julie wants to protect her possessions. | Julie thinks the storm will cause major flooding.,1,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. An allusion is a brief reference to something or someone well known, often from history or literature. ""I'd better get home before I turn into a pumpkin!"" Lila remarked.","The text uses an allusion, a brief reference to someone or something well known. The allusion to an ark suggests that Julie thinks the storm will cause major flooding. In the Bible, it rains for forty days and forty nights; Noah, his family, and animals of every species survive the great flood in an ark that he builds.",930,162
mt0349,r006687,r006687,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Introduction to adaptations,4,1.0,grade2,Traits,Which of the following is a trait of a living thing?,how much sunshine the living thing gets | how much water is in the living thing's habitat | the way the living thing looks,2,,A trait is the way a living thing looks or acts. A habitat is the place where a living thing grows or lives. An adaptation is a trait that helps a living thing stay alive in its habitat.,,369,71
mt0350,r002961,r002961,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The New Deal,1,1.0,grade4,20th century American history,Which important period in American history began in 1929?,World War II | the Civil War | the Great Depression | the civil rights movement,2,,,"The Great Depression began in 1929 when the stock market crashed. A depression is a long period of time when the economy does much worse than usual. During a depression, businesses close, people lose their jobs, and life becomes harder. The Great Depression lasted for more than a decade.",435,71
mt0351,r012079,r012079,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Body parts and their functions,10,1.0,grade2,Animals,Which body part protects the body's soft parts?,skeleton | muscles | heart,0,,,,80,11
mt0352,r004672,r004672,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,The American Revolution: preparing for war,1,1.0,grade4,The American Revolution,Which of these things did the Thirteen Colonies have at the start of the Revolutionary War?,their own national bank | their own national navy | none of the above | their own national government,2,,,"At the start of the Revolutionary War, the colonies were still ruled by Great Britain. They were not a separate country. So, they did not have many of the things most countries have. No national government: The Thirteen Colonies had no way to write laws together. They also had no way to collect taxes to support a war. No national navy: The Thirteen Colonies did not have a navy. The colonists had never fought a war at sea. No national bank: Wars are expensive. A national bank can help a country raise money by borrowing from its people or other countries. Without a national bank, the Thirteen Colonies had no easy way to pay for a war.",843,149
mt0353,r011819,r011819,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade3,Ecosystems,Select the deep sea ecosystem.,"This ecosystem has:
land that is covered with water during most of the year
soil that is rich in nutrients
other water ecosystems nearby | This ecosystem has:
water at the bottom of the ocean
no sunlight
animals that crawl or stick to the ground",1,Hint: Deep sea ecosystems are dark and far from the surface of the water.,"An ecosystem is formed when living and nonliving things interact in an environment. There are many types of ecosystems. Here are some ways in which ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","A deep sea is a type of ecosystem. It has water at the bottom of the ocean, no sunlight, and animals that crawl or stick to the ground. Choice 1 is a deep sea ecosystem. It is at the bottom of the ocean. It is so far underwater that no sunlight can reach it. Choice 2 is a wetland ecosystem. It is covered with water for most of the year. Wetlands also have soil that is rich in nutrients.",1029,184
mt0354,r010624,r010624,train,1,observed_reference,has_image=1 reference sample for calibration,,,,social science,geography,2956,0.0040595399188092,Identify state capitals of the Southeast,298,0.0,grade5,State capitals,What is the capital of Oklahoma?,Tulsa | Oklahoma City | Frankfort | Tallahassee,1,,,Oklahoma City is the capital of Oklahoma.,131,18
mt0355,r004253,r004253,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade7,Ecosystems,Select the tropical rain forest ecosystem.,"This ecosystem has:
year-round rain and warm temperatures
soil that is poor in nutrients
many different types of organisms | This ecosystem has:
a small amount of rain
dry, thin soil
many different types of organisms | This ecosystem has:
long, cold winters and short, cool summers
many evergreen trees
soil that is poor in nutrients",0,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other: the pattern of weather, or climate the type of soil the organisms that live there","A tropical rain forest is a type of ecosystem. It has year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. Choice 1 is a tropical rain forest ecosystem. It has year-round rain and soil that is poor in nutrients. Choice 2 is a hot desert ecosystem. It is dry and is home to many different types of organisms. Choice 3 is a taiga ecosystem. It has many evergreen trees. It also has long, cold winters and short, cool summers.",1317,211
mt0356,r006151,r006151,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",,,,natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,sugar glider | whale shark | peafowl | porcupinefish,2,,"Birds have feathers, two wings, and a beak.","A sugar glider is a mammal. It has fur and feeds its young milk. Sugar gliders can jump long distances from tree to tree. They have flaps of loose skin on their sides. These flaps help them stay in the air. A whale shark is a fish. It lives underwater. It has fins, not limbs. Whale sharks are the largest fish in the world! Adult whale sharks can weigh over 21 tons—as much as seven elephants! A peafowl is a bird. It has feathers, two wings, and a beak. The image shows a male peafowl. Male peafowl are called peacocks. Female peafowl are called peahens. Young peafowl are called peachicks! A porcupinefish is a fish. It lives underwater. It has fins, not limbs. Porcupinefish can puff up their ...",867,154
mt0357,r020899,r020899,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade5,Reference skills,Would you find the word nimble on a dictionary page with the following guide words? nation - next,yes | no,1,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since nimble is not between the guide words nation - next, it would not be found on that page.",801,149
mt0358,r009169,r009169,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,physics,3215,0.3150855365474339,How is temperature related to thermal energy?,195,1.0,grade4,Heat and thermal energy,Which object has the least thermal energy?,a stick of butter at a temperature of 11°C | a stick of butter at a temperature of 6°C | a stick of butter at a temperature of 8°C,1,The objects are identical except for their temperatures.,"All solids, liquids, and gases are made of matter. Matter is made up of tiny particles that are always moving. The energy from the motion of these particles is called thermal energy. Temperature measures how hot or cold matter is. If the particles in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.","All three sticks of butter have the same mass but different temperatures. Since the 6°C stick of butter is the coldest, it has the least thermal energy.",754,132
mt0359,r017722,r017722,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,In which place would you usually find more farms?,a suburban area | a rural area,1,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",Farms are almost always in rural areas. They take up a lot of space. Rural areas have a lot of open space. There aren't many buildings or people.,1205,228
mt0360,r016204,r016204,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,language science,figurative-language,1260,1.0,"Classify the figure of speech: euphemism, hyperbole, oxymoron, paradox",94,1.0,grade11,Literary devices,"Which figure of speech is used in this text? I've heard that Suzie & Co. is downsizing, so I'm happy to see that their store in downtown Greenville will remain open for now.",euphemism | hyperbole,0,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. A euphemism is a polite or indirect expression that is used to de-emphasize an unpleasant topic. The head of Human Resources would never refer to firing people, only to laying them off. Hyperbole is an obvious exaggeration that is not meant to be taken literally. I ate so much that I think I might explode! An oxymoron is a joining of two seemingly contradictory terms. Some reviewers are calling this book a new classic. A paradox is a statement that might at first appear to be contradictory, but that may in fact contain some truth. Always expect the unexpected.","The text uses a euphemism, a polite or indirect expression that is used to de-emphasize an unpleasant topic. Downsizing is an indirect way of saying that the company is planning on firing employees, closing shops or branches, and/or reducing its budget.",1150,197
mt0361,r002303,r002303,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,,,,natural science,biology,4098,0.486822840409956,Identify the photosynthetic organism,24,1.0,grade7,Photosynthesis,Use the evidence in the text to select the photosynthetic organism.,"Stinging nettle slug caterpillars are covered in sharp spines that protect them from predators. These caterpillars get the energy they need to live by eating leaves. | Aloe ferox plants have thick, spiny leaves and red flowers. These plants make sugars from carbon dioxide and water. The plants get the energy they need to live from these sugars.",1,,"Organisms that carry out photosynthesis are called photosynthetic organisms. During photosynthesis, these organisms use light energy, carbon dioxide, and water to produce sugars and oxygen. Photosynthetic organisms also often have the following characteristics: They are producers, which are organisms that make their own food inside their cells. Because producers make their own food, they typically do not eat other organisms. Their cells contain chloroplasts, which are cell structures where photosynthesis occurs. Their chloroplasts often contain a green substance called chlorophyll. Chlorophyll captures light energy from the Sun to power photosynthesis. They use the sugars they produce dur...",This organism is photosynthetic: The text tells you that Aloe ferox plants get energy from the sugars they make using carbon dioxide and water. This is evidence that the Aloe ferox plant is a photosynthetic organism. This organism is not photosynthetic: The text does not provide evidence that the stinging nettle slug caterpillar is photosynthetic.,1573,235
mt0362,r017862,r017862,test,1,observed_reference,has_image=1 reference sample for calibration,,,,social science,geography,2956,0.0040595399188092,Identify and select countries of Oceania,274,0.0,grade8,Oceania: geography,Which country is highlighted?,Solomon Islands | New Zealand | the Federated States of Micronesia | Papua New Guinea,3,,,"This country is Papua New Guinea. Why does Papua New Guinea share its island with another country? Papua New Guinea takes up the eastern half of the island of New Guinea. The western half is part of Indonesia, an Asian country. Beginning in the 17 th century, several countries took control of different parts of the island of New Guinea. By 1922, Australia controlled the entire eastern half of the island, and the Netherlands controlled the western half. In 1963, control over the western half was transferred to Indonesia, which had just gained independence from the Netherlands. Many people in western New Guinea did not want to become part of Indonesia, though, and some people in this area a...",954,155
mt0363,r006237,r006237,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,,,,social science,us-history,510,0.0843137254901961,Amelia Earhart,1,1.0,grade2,Historical figures,Complete the sentence. Amelia Earhart was a famous ().,artist | athlete | scientist | pilot,3,,,"Amelia Earhart was a famous pilot. A pilot is a person who flies airplanes. Amelia Earhart became a pilot in the early days of airplanes. In 1903, brothers Orville and Wilbur Wright flew an airplane for the first time. Many people believe it was the first airplane flight in history. Amelia Earhart learned to fly in the 1920 s.",429,72
